2000 9459
1310 1821 -4522
1821 1017 -34
1017 1304 -5168
1304 272 -4628
272 1523 -4143
1523 1317 -3001
1317 1654 -5016
1654 1450 1739
1450 1491 -6334
1491 261 7051
261 1939 4536
1939 1340 -1564
1340 397 1301
397 821 -1036
821 669 -6894
669 517 -4811
517 1549 4257
1549 673 8625
673 1228 -7686
1228 1690 8899
1690 1811 2312
1811 927 5032
927 241 4843
241 208 -3732
208 140 1503
140 270 -5362
270 1586 3418
1586 1986 -1987
1986 97 -1873
97 1361 4053
1361 908 -8354
908 446 8933
446 1492 -7589
1492 332 -3195
332 1768 1904
1768 1702 4937
1702 1305 -4412
1305 956 -8529
956 104 -9649
104 1392 409
1392 274 1673
274 964 -5283
964 624 1671
624 626 -5757
626 253 -5070
253 247 878
247 1727 -5325
1727 1978 2663
1978 291 -8914
291 1629 -1631
1629 267 -3711
267 949 -789
949 1773 -7332
1773 1098 -3729
1098 1548 -3242
1548 1124 -5872
1124 1301 5447
1301 384 -6466
384 1539 -3471
1539 1328 1988
1328 108 -6570
108 475 -6509
475 59 -4844
59 1321 -3399
1321 1545 1859
1545 1553 -1976
1553 1296 2848
1296 1327 3381
1327 149 1033
149 468 -8258
468 1775 -6048
1775 1207 -5908
1207 1641 -8956
1641 981 340
981 911 -1655
911 534 -8788
534 1154 9588
1154 1339 -7847
1339 859 -7040
859 1175 -7625
1175 1420 4226
1420 399 6271
399 317 -5028
317 900 -10
900 285 -8314
285 1512 -9743
1512 1622 9934
1622 1496 -6293
1496 1594 -5048
1594 366 5734
366 1307 1919
1307 1961 5768
1961 153 -3995
153 1579 1046
1579 1261 665
1261 457 -3106
457 1351 -9228
1351 1458 -9044
1458 1423 -5528
1423 1898 -4295
1898 614 -150
614 532 -2499
532 1032 3842
1032 555 -7030
555 277 3259
277 483 -2952
483 1202 -9404
1202 953 3877
953 197 -6750
197 64 5982
64 1253 415
1253 1064 -9939
1064 974 -8733
974 368 1140
368 887 -8172
887 502 9036
502 1800 -305
1800 275 1879
275 1976 2812
1976 287 7879
287 1357 8519
1357 1326 3919
1326 442 5899
442 1916 -6928
1916 740 2885
740 217 -5113
217 587 789
587 1109 -3682
1109 1736 -8777
1736 1378 -1349
1378 27 -5871
27 263 -7493
263 255 -6035
255 867 -5005
867 1826 -6691
1826 1217 -9091
1217 67 -6154
67 1580 -4624
1580 38 546
38 1582 -2089
1582 622 8165
622 1424 -8955
1424 1911 8122
1911 229 6832
229 918 3226
918 45 1960
45 203 -1904
203 1123 -3019
1123 770 1918
770 1709 -9560
1709 191 -9241
191 1300 4266
1300 65 4239
65 1174 -9056
1174 514 8093
514 1766 454
1766 156 -5699
156 917 9741
917 1279 -2160
1279 1475 1664
1475 206 2100
206 1852 3261
1852 1130 -7518
1130 1371 -2779
1371 1894 1275
1894 1451 -6807
1451 998 -7431
998 1289 -3476
1289 318 -3780
318 1558 -9499
1558 1384 -7445
1384 972 -6485
972 970 -1914
970 1637 9813
1637 461 -3144
461 168 1322
168 660 -2065
660 817 -7646
817 1335 -3368
1335 92 7288
92 638 -3843
638 1260 109
1260 615 -6697
615 1490 6942
1490 8 -9145
8 572 -158
572 1788 1437
1788 1784 2833
1784 21 -777
21 703 -4175
703 485 -8941
485 349 -9364
349 833 5715
833 879 9882
879 213 -957
213 237 6109
237 1486 8412
1486 787 7623
787 1089 -9537
1089 266 2110
266 1051 8919
1051 419 -4994
419 862 2597
862 433 -5209
433 1850 2731
1850 766 5782
766 1721 -8446
1721 1377 3074
1377 685 3881
685 1597 586
1597 1137 -7468
1137 1598 1792
1598 155 -3822
155 891 -2227
891 1058 -332
1058 334 -3574
334 23 -3306
23 746 -2787
746 1552 6644
1552 96 -4807
96 1564 -6343
1564 783 -2854
783 955 9381
955 1822 -9846
1822 1982 3963
1982 1341 2713
1341 412 -7203
412 1928 8269
1928 1739 -9256
1739 1155 -5164
1155 1513 -3401
1513 1414 3645
1414 1487 -4403
1487 1134 -6652
1134 1895 7194
1895 1266 -6859
1266 1036 -9444
1036 597 3474
597 1148 -7617
1148 1748 9152
1748 808 1906
808 425 -438
425 1856 9741
1856 325 -3150
325 1385 -1049
1385 1094 4113
1094 12 3239
12 423 -4779
423 1159 741
1159 982 -9096
982 1413 3273
1413 1453 -7417
1453 610 4044
610 1705 -1263
1705 1472 -6865
1472 1953 -3646
1953 56 -3370
56 1389 -3870
1389 1902 4343
1902 106 -1605
106 422 -9321
422 195 -360
195 1426 -6329
1426 1649 -2608
1649 635 -2201
635 1869 -7074
1869 169 -9358
169 1824 28
1824 378 9827
378 1029 8430
1029 1973 -9097
1973 414 7532
414 916 -7568
916 1358 5127
1358 1441 -7254
1441 311 -7273
311 519 1250
519 341 -6400
341 1014 -136
1014 1923 2281
1923 181 1564
181 1391 2332
1391 1422 -1339
1422 1626 -6047
1626 910 3864
910 9 -6114
9 243 -7656
243 806 7356
806 480 3082
480 1462 1918
1462 1359 4825
1359 390 -8751
390 1828 1056
1828 667 7869
667 1971 -391
1971 175 -2241
175 1191 -8883
1191 1401 -6987
1401 1398 -3917
1398 829 -1949
829 123 -6298
123 71 -5547
71 589 2834
589 789 8175
789 362 -7924
362 1707 -7764
1707 618 6580
618 180 -3017
180 1659 3052
1659 496 -3805
496 94 9549
94 687 -6995
687 1670 -4381
1670 1269 -4144
1269 1166 -6546
1166 1783 16
1783 1913 2565
1913 1203 -4792
1203 957 -504
957 1712 -7808
1712 742 -6656
742 126 -1803
126 724 5932
724 1140 -42
1140 723 -3780
723 627 -856
627 1238 2036
1238 1875 1138
1875 914 103
914 410 4753
410 328 -5561
328 567 9876
567 1143 7918
1143 539 1901
539 477 -871
477 1406 -2513
1406 1194 4270
1194 792 -6753
792 1537 2353
1537 1938 -9990
1938 1110 5836
1110 1481 -4350
1481 654 -3536
654 30 -2455
30 591 -1055
591 936 477
936 941 1615
941 221 9852
221 451 -8901
451 764 -7496
764 1337 -1529
1337 835 7415
835 364 2560
364 1647 -8434
1647 1880 -7338
1880 1806 4946
1806 1560 -2444
1560 1416 -5884
1416 1565 -5567
1565 1940 5905
1940 913 3356
913 1117 2233
1117 1874 -2827
1874 577 -1770
577 1502 8643
1502 1479 6622
1479 1456 9363
1456 1428 3861
1428 744 -2434
744 258 -2072
258 1511 6188
1511 776 -9431
776 853 -180
853 1242 -3260
1242 186 8
186 883 4197
883 1776 -8992
1776 396 9834
396 1708 -2355
1708 1199 8142
1199 1286 -3615
1286 1734 437
1734 656 -2690
656 1988 487
1988 1001 -79
1001 752 498
752 1947 -9438
1947 525 -2228
525 232 9645
232 1980 8919
1980 1185 -8953
1185 1929 -5884
1929 1587 -2635
1587 1320 -8586
1320 1749 1830
1749 1126 -3023
1126 1742 6317
1742 826 -1743
826 1395 -1656
1395 778 -631
778 675 -7133
675 355 688
355 1280 -4182
1280 790 -8054
790 613 -3278
613 505 -7503
505 86 5437
86 1870 1545
1870 1575 -1914
1575 1460 2208
1460 507 -3406
507 1152 -372
1152 343 -7616
343 1055 -3608
1055 1678 -7948
1678 479 8089
479 1526 3581
1526 888 2568
888 246 -1515
246 484 4526
484 1484 5810
1484 1972 6249
1972 996 -2482
996 1464 -2957
1464 1740 -3494
1740 1241 8431
1241 211 -6271
211 178 -5491
178 1787 116
1787 1507 -5298
1507 192 2273
192 1364 -1932
1364 1963 -5498
1963 1047 575
1047 1022 -8779
1022 841 -8665
841 1170 -3001
1170 469 -4717
469 521 6008
521 595 -3682
595 1797 -8420
1797 1187 6055
1187 29 -411
29 401 -5344
401 447 3489
447 1297 -1224
1297 1595 4593
1595 163 1654
163 1410 -1494
1410 1791 -1703
1791 224 1369
224 466 2431
466 1291 -6358
1291 659 -2941
659 603 -9122
603 297 -4826
297 1111 1971
1111 963 8525
963 810 9806
810 1808 -2414
1808 1322 -9281
1322 601 7644
601 1172 -5723
1172 802 -9540
802 898 -6384
898 1118 -420
1118 1990 -3244
1990 194 -6778
194 1680 2611
1680 580 -5361
580 1201 6368
1201 1724 9994
1724 1467 6314
1467 1142 1702
1142 1903 -4466
1903 1494 -3600
1494 1210 1129
1210 82 -210
82 406 -7938
406 1585 -9244
1585 823 2017
823 1664 -7155
1664 1711 6389
1711 1751 8775
1751 836 -3300
836 164 6093
164 1570 3392
1570 508 -1787
508 1697 -1624
1697 1837 -2889
1837 568 -3531
568 1336 -1432
1336 1069 -5224
1069 1252 9796
1252 223 2716
223 238 9035
238 512 -762
512 1049 -6736
1049 1119 -6513
1119 1983 7697
1983 252 -1282
252 1071 4976
1071 370 862
370 35 502
35 658 -8841
658 198 -347
198 1561 -7818
1561 855 870
855 1614 -7293
1614 288 -110
288 581 2978
581 562 -1971
562 456 -5142
456 357 -3989
357 1960 -7662
1960 1593 -6321
1593 1037 49
1037 772 -6418
772 495 -8517
495 870 -7687
870 702 2689
702 1432 -2986
1432 1167 -8257
1167 1027 9879
1027 427 -9563
427 736 2125
736 935 -5425
935 1121 -2809
1121 398 -7245
398 1251 -1566
1251 315 -370
315 49 4910
49 1832 -2481
1832 1535 -9348
1535 528 -4776
528 695 -5014
695 109 -7123
109 207 9518
207 606 5059
606 1062 -3096
1062 573 -106
573 1936 6091
1936 1434 8325
1434 733 -1289
733 382 -8180
382 805 7771
805 1578 -1450
1578 863 93
863 1237 -2511
1237 1021 -913
1021 338 1271
338 1843 -7160
1843 786 -1307
786 986 -4303
986 50 -5805
50 657 -3225
657 630 -2641
630 1780 -608
1780 1419 -6235
1419 1445 5850
1445 907 -6562
907 1164 -7301
1164 1977 -4358
1977 463 -6617
463 1026 7183
1026 890 -4645
890 112 3193
112 284 9807
284 1845 8882
1845 978 3846
978 1581 -9760
1581 684 -1056
684 1696 -5207
1696 768 897
768 1840 -9520
1840 959 -4436
959 345 3889
345 492 7206
492 1694 -7861
1694 376 9338
376 1115 -8444
1115 1743 -7881
1743 1632 -9731
1632 1777 -2852
1777 1449 -867
1449 400 -7503
400 1726 -2598
1726 995 -2656
995 1480 -8835
1480 824 -2620
824 1244 -570
1244 875 -3157
875 648 -7090
648 1160 9378
1160 1374 827
1374 371 1699
371 807 -2617
807 506 -1738
506 1193 -2874
1193 1624 5003
1624 1257 -9361
1257 321 -168
321 1782 -2894
1782 1812 -5739
1812 158 -3451
158 1945 -4930
1945 1245 7050
1245 10 7795
10 1039 -3905
1039 301 3572
301 75 -935
75 260 -9970
260 1407 -8175
1407 1886 1519
1886 1285 -8780
1285 680 6267
680 893 -1967
893 1646 -3074
1646 172 -678
172 674 811
674 40 1753
40 1888 7362
1888 460 2107
460 1662 6753
1662 39 684
39 920 -6336
920 1789 -3273
1789 222 -8726
222 1008 -707
1008 150 -7659
150 1517 6312
1517 1623 -4632
1623 1881 5804
1881 161 -6231
161 925 1123
925 58 -9809
58 1355 5810
1355 1314 -8537
1314 1919 -5733
1919 1833 3828
1833 393 -3105
393 950 -9236
950 347 7527
347 1925 -3614
1925 72 5538
72 902 -2850
902 1948 -4508
1948 629 -9553
629 1786 73
1786 1509 -4097
1509 515 7390
515 1059 -1842
1059 628 2217
628 1000 -62
1000 1762 -3509
1762 418 -4154
418 32 -6912
32 66 925
66 1189 2040
1189 312 1892
312 556 -5479
556 837 -1185
837 691 2504
691 713 -628
713 1794 -3919
1794 527 -9564
527 1388 5530
1388 973 -7562
973 1415 6424
1415 1498 -9881
1498 1131 -1941
1131 1658 1303
1658 1101 1561
1101 1183 -7145
1183 1968 -2659
1968 1425 988
1425 1635 -259
1635 1053 -8403
1053 960 -3082
960 541 9150
541 1439 7820
1439 436 989
436 1097 651
1097 842 -8493
842 1746 -7306
1746 699 8427
699 1942 -258
1942 1853 -6399
1853 1897 9874
1897 1271 -1600
1271 1979 -7835
1979 504 633
504 747 -2747
747 593 -67
593 1438 1614
1438 1596 4705
1596 762 6597
762 1075 8175
1075 454 6880
454 1128 6770
1128 308 -3490
308 1278 -4060
1278 670 6819
670 1176 1539
1176 563 3253
563 830 252
830 497 8867
497 1974 -1818
1974 832 -8085
832 536 2308
536 1908 -6511
1908 943 -8942
943 946 -9340
946 1005 2847
1005 336 -1301
336 1435 -4192
1435 434 2056
434 1488 -7290
1488 358 -1284
358 1129 -1286
1129 1360 -9622
1360 906 -2030
906 1023 -5881
1023 1329 177
1329 1151 -7897
1151 289 4502
289 1994 -3520
1994 1855 1038
1855 777 2065
777 41 8274
41 1772 -4964
1772 781 4555
781 1577 -9843
1577 1383 -8986
1383 1262 330
1262 1700 7842
1700 1981 -6982
1981 1698 -924
1698 286 -9758
286 904 -1018
904 839 -7884
839 1918 -8854
1918 1970 -1571
1970 165 1298
165 665 1399
665 1319 622
1319 1715 -3868
1715 1892 6079
1892 151 9607
151 679 -6310
679 215 -1106
215 235 -8135
235 472 4591
472 1838 1690
1838 53 8229
53 1952 -8428
1952 1525 -2039
1525 157 -3181
157 1295 9640
1295 141 -5509
141 734 -450
734 1004 -3337
1004 326 406
326 1188 9993
1188 816 -4274
816 1011 -3242
1011 1180 -4695
1180 1287 -7268
1287 552 -5743
552 569 7319
569 676 -4319
676 250 1702
250 1866 -4705
1866 138 -7929
138 409 -1949
409 1397 6982
1397 1233 -338
1233 1590 7025
1590 170 -8063
170 590 -4298
590 1795 -5542
1795 1190 528
1190 369 8219
369 313 4646
313 1030 9322
1030 774 3489
774 1010 9831
1010 860 394
860 1440 2449
1440 1835 2203
1835 1912 -4979
1912 874 -5137
874 1906 -463
1906 1362 -8861
1362 1677 -6058
1677 759 116
759 245 -2457
245 333 -4388
333 177 -1849
177 1551 -2057
1551 1220 -4509
1220 877 7612
877 1275 -56
1275 1072 -8051
1072 1533 8982
1533 1569 69
1569 1741 -566
1741 1394 -1099
1394 1067 -4271
1067 942 -9519
942 350 -5433
350 1770 5359
1770 1455 4459
1455 1992 3407
1992 797 -8436
797 1927 3401
1927 1566 -733
1566 1292 238
1292 1763 341
1763 520 3355
520 1611 -3609
1611 1247 6999
1247 1543 1784
1543 1572 -524
1572 929 2101
929 1613 5217
1613 1999 -1787
1999 26 -7980
26 727 1440
727 664 -1729
664 437 4972
437 1127 1660
1127 1966 4822
1966 445 -4
445 1688 -1665
1688 307 -7998
307 1149 -8865
1149 1546 5609
1546 854 1050
854 1181 2601
1181 327 -536
327 513 -1482
513 363 -3136
363 575 -5903
575 101 -9344
101 1114 -6464
1114 1446 3496
1446 1603 -9077
1603 625 7010
625 1145 -4854
1145 919 -5512
919 1885 -2769
1885 1621 3189
1621 793 -8657
793 1778 -9520
1778 850 -3439
850 977 6897
977 354 -1258
354 620 -7510
620 1116 6706
1116 872 1987
872 1695 -3545
1695 617 3264
617 395 5747
395 316 -6222
316 583 1918
583 1717 5007
1717 299 -1329
299 1350 -6013
1350 1516 -7042
1516 80 -7237
80 1198 1769
1198 1258 -1382
1258 120 1607
120 1211 1140
1211 1930 -6204
1930 1949 -8862
1949 144 -4086
144 979 9975
979 771 6450
771 889 4719
889 706 -5636
706 115 311
115 476 -1137
476 895 -3326
895 1615 -3606
1615 31 -1411
31 1162 -3666
1162 160 -2996
160 643 8973
643 1764 -6803
1764 1863 6932
1863 1376 2486
1376 903 -4322
903 997 -9780
997 282 -412
282 1834 705
1834 1204 -4533
1204 761 9119
761 1672 -5637
1672 1562 -1494
1562 923 -5366
923 1308 5206
1308 1031 381
1031 813 -6704
813 1226 -3443
1226 1563 -5911
1563 448 9168
448 146 -39
146 361 3798
361 51 6657
51 1342 -8793
1342 1418 2449
1418 985 -4083
985 1544 858
1544 1685 -3775
1685 107 -587
107 773 -8431
773 1550 6055
1550 216 -1772
216 429 7855
429 89 3340
89 62 -8233
62 549 -6173
549 1571 515
1571 46 -3063
46 148 -7273
148 470 -3752
470 844 -5399
844 309 -5398
309 1767 -6856
1767 1074 1550
1074 794 -5605
794 87 2485
87 152 -5134
152 1276 -6674
1276 1650 -5742
1650 134 3119
134 320 4649
320 1950 4988
1950 561 -83
561 1066 -8532
1066 1281 -1105
1281 1466 -9901
1466 894 -4622
894 869 773
869 522 -1974
522 103 -2641
103 439 1015
439 1077 -5461
1077 1802 4215
1802 1882 -7415
1882 518 -5534
518 825 -6085
825 491 175
491 1540 -5880
1540 828 9616
828 1877 -4973
1877 1254 1833
1254 1171 -1995
1171 1471 -3180
1471 1499 8996
1499 1899 -1599
1899 1704 -6160
1704 47 -7136
47 861 5544
861 340 7928
340 296 -2526
296 878 -8152
878 1120 -1546
1120 909 603
909 1133 4402
1133 574 -4699
574 683 -5773
683 1719 3432
1719 256 -4452
256 303 -1736
303 1461 3467
1461 231 -5746
231 1514 -2401
1514 1369 -5712
1369 1231 2305
1231 1088 -5900
1088 1625 -9962
1625 631 -4723
631 880 4643
880 1309 3709
1309 668 -5399
668 110 -7931
110 1312 -8702
1312 681 5515
681 1236 -3643
1236 1379 -6168
1379 431 -5344
431 1859 -4318
1859 490 -631
490 1495 -6145
1495 498 -2293
498 1311 270
1311 1865 6146
1865 926 8762
926 365 -1175
365 1400 -9720
1400 576 -9382
576 269 -8086
269 1554 8404
1554 1686 -7756
1686 1889 5356
1889 1081 9292
1081 1538 7016
1538 403 -7474
403 407 -3813
407 1205 6311
1205 901 -5414
901 1718 6439
1718 1524 -7869
1524 791 2776
791 230 2412
230 1964 -6262
1964 36 7664
36 136 -8340
136 1092 -2946
1092 259 1444
259 666 6478
666 234 -8307
234 1213 -2233
1213 871 -7069
871 931 -2591
931 865 6049
865 1345 2821
1345 559 4702
559 1591 1878
1591 1864 -1648
1864 633 -9327
633 1862 2550
1862 1443 5210
1443 827 -1244
827 268 -8650
268 1861 -4068
1861 873 -2391
873 994 -6539
994 42 -6461
42 1232 -5325
1232 1642 -343
1642 886 134
886 383 -2337
383 1240 3350
1240 1372 2393
1372 738 -7126
738 596 445
596 678 2173
678 201 5764
201 1608 908
1608 961 -4304
961 1474 -1316
1474 1216 -1702
1216 707 -7347
707 394 9153
394 1955 7565
1955 4 7296
4 408 -370
408 1528 4062
1528 1805 -1808
1805 529 -9113
529 503 -6447
503 611 -2155
611 1239 6831
1239 599 -2949
599 1931 -8133
1931 814 -5790
814 621 327
621 359 1309
359 1592 -6339
1592 1665 2565
1665 856 -7996
856 1755 147
1755 958 7539
958 219 6072
219 1313 9419
1313 1293 -4738
1293 760 -6164
760 11 447
11 1547 1470
1547 526 -276
526 1985 -6164
1985 1958 576
1958 1290 -5700
1290 1095 -1808
1095 885 238
885 202 -2955
202 1068 -4153
1068 314 1199
314 753 -6482
753 1747 96
1747 214 170
214 464 -325
464 743 5190
743 1758 -3938
1758 413 -8613
413 653 613
653 795 -3977
795 698 -3617
698 1810 2653
1810 728 -5329
728 775 -2102
775 1792 -1738
1792 474 -7031
474 280 -2912
280 1849 -5417
1849 1084 -4628
1084 167 -6610
167 6 -7301
6 838 -953
838 132 -2311
132 1975 -8138
1975 44 7666
44 990 -6795
990 1723 -2859
1723 712 -8789
712 748 1751
748 1229 -5830
1229 993 7084
993 1197 7354
1197 594 -8652
594 1082 8137
1082 360 3377
360 848 8694
848 1536 -7108
1536 298 9207
298 1196 -1548
1196 1457 -511
1457 554 3201
554 1703 -801
1703 840 -7242
840 1759 9831
1759 28 -9338
28 1679 6534
1679 1221 2204
1221 1136 -4501
1136 1103 -6184
1103 1013 -3942
1013 719 2147
719 1995 933
1995 1655 345
1655 137 1472
137 293 -9612
293 1657 -2036
1657 537 -1155
537 1589 -9489
1589 1851 792
1851 279 -5199
279 547 -4519
547 1106 983
1106 1648 -3219
1648 592 -564
592 432 -6120
432 731 -122
731 90 -5383
90 1459 -2948
1459 1937 4400
1937 1007 -6100
1007 1668 8318
1668 387 -6743
387 452 -9515
452 1150 3645
1150 375 -9681
375 1044 -7061
1044 1073 5932
1073 262 -2185
262 1542 -6622
1542 1663 -3632
1663 1056 963
1056 33 -4508
33 329 -8762
329 1790 186
1790 845 5823
845 1568 -8030
1568 440 1399
440 346 6632
346 244 -2955
244 1105 -1246
1105 722 -976
722 1701 151
1701 1729 -1059
1729 60 -7666
60 1599 1057
1599 1268 2759
1268 1935 -540
1935 1302 -6130
1302 323 1089
323 815 -4542
815 1814 -9951
1814 1969 -7316
1969 1744 8069
1744 1083 9819
1083 1256 -4566
1256 239 -6889
239 1818 -8463
1818 1645 -1708
1645 1436 -6424
1436 1045 -4891
1045 1959 -4594
1959 125 -7101
125 116 1993
116 928 -7619
928 1429 -419
1429 1019 -2091
1019 1515 436
1515 251 -7948
251 131 -9013
131 542 -1966
542 1192 9954
1192 171 -331
171 1465 9286
1465 765 -6268
765 726 4299
726 782 3302
782 204 -529
204 188 1299
188 1061 4350
1061 718 -4951
718 1745 16
1745 15 -7246
15 1352 -5098
1352 623 4097
623 1018 -9712
1018 511 -7616
511 1404 -3383
1404 143 86
143 1844 -5627
1844 1227 -1945
1227 93 -4094
93 1331 1370
1331 650 -3447
650 1038 -4279
1038 1421 5970
1421 1267 492
1267 1230 8528
1230 1556 3324
1556 655 -2526
655 19 -9955
19 304 -8712
304 63 -1581
63 1633 -212
1633 1965 -9038
1965 1519 8354
1519 651 4480
651 557 4011
557 847 3017
847 767 -5472
767 1200 -426
1200 1277 -2352
1277 1691 -6753
1691 1896 -6512
1896 892 -1452
892 951 470
951 430 -8207
430 76 -7800
76 1848 -9761
1848 127 5432
127 1387 -6974
1387 473 8882
473 1827 -370
1827 831 9986
831 784 -2564
784 124 2490
124 493 -3988
493 381 -5210
381 227 -4902
227 1501 -8475
1501 801 -4647
801 933 -560
933 1050 -7834
1050 1195 -8155
1195 609 -5422
609 639 -5637
639 130 -2625
130 1774 1259
1774 645 -7277
645 1602 -5787
1602 331 -8739
331 1034 -4932
1034 1223 954
1223 488 -5952
488 1025 -9128
1025 1473 -6458
1473 1817 -4466
1817 1497 -8053
1497 335 -2683
335 558 -4332
558 531 -5088
531 1944 -1119
1944 68 -5342
68 1344 -4927
1344 1368 -5424
1368 1530 -8976
1530 459 9269
459 494 3530
494 1793 -1741
1793 129 -9587
129 755 -5329
755 523 3047
523 1847 -8461
1847 1041 -250
1041 604 9751
604 1177 -7621
1177 98 1080
98 849 7095
849 1910 6853
1910 1141 1289
1141 1504 -5978
1504 114 7489
114 1208 171
1208 1298 106
1298 1924 -1721
1924 553 1080
553 1452 -6469
1452 187 -1220
187 965 1642
965 1722 2044
1722 1477 -3739
1477 640 -7267
640 647 2315
647 1531 6795
1531 1367 -3553
1367 565 -7719
565 85 -8618
85 17 -5484
17 1675 7947
1675 1348 7392
1348 348 7494
348 240 -1297
240 1489 -8045
1489 1809 -6948
1809 730 -2573
730 1346 -7892
1346 796 -6280
796 1584 4481
1584 822 -8660
822 1534 4233
1534 1234 1611
1234 1915 -4475
1915 586 2560
586 1224 -1593
1224 142 -5765
142 1144 -1166
1144 1334 1539
1334 945 -897
945 1009 8337
