347 2557
128 140 -5908
140 239 3119
239 42 -8210
42 304 -5649
304 211 -2460
211 234 -3575
234 57 -5187
57 210 6312
210 87 8993
87 277 -3565
277 243 827
243 186 -1153
186 342 -4306
342 268 8545
268 106 -1961
106 242 -6092
242 206 -3085
206 346 -7933
346 173 -2667
173 148 -148
148 332 2292
332 163 -3643
163 47 -2655
47 340 883
340 320 -7780
320 263 -6700
263 232 -5949
232 271 -4799
271 198 -2668
198 249 -4478
249 185 5588
185 312 1021
312 179 -999
179 236 460
236 258 1999
258 115 6912
115 190 -7411
190 305 -4006
305 238 -6325
238 45 -1508
45 248 -9332
248 216 -7034
216 191 4328
191 215 2108
215 54 -2687
54 219 6625
219 109 -2456
109 286 6477
286 55 1754
55 123 -910
123 275 -8671
275 230 -5122
230 194 2490
194 9 -992
9 103 7536
103 345 -4796
345 326 -9843
326 51 -8717
51 298 8016
298 314 -4607
314 244 3649
244 273 -1419
273 34 -5365
34 323 -2938
323 189 6068
189 4 -4801
4 17 -3120
17 19 -42
19 221 -8376
221 237 7281
237 296 8037
296 193 -563
193 150 -6530
150 53 -6782
53 105 -4193
105 226 -2752
226 111 3554
111 165 1145
165 261 9584
261 255 8647
255 132 1731
132 225 8891
225 187 9024
187 272 -2375
272 20 1830
20 98 -6074
98 58 -6017
58 287 -1802
287 328 8059
328 72 -3043
72 205 -5095
205 75 2027
75 124 -5008
124 276 -9883
276 141 -1332
141 265 -2478
265 284 6212
284 330 6607
330 253 -7658
253 183 -6056
183 321 -9601
321 333 -8776
333 181 3283
181 152 -2653
152 259 992
259 307 -3699
307 223 2277
223 316 -6893
316 67 -3912
67 176 2515
176 41 -3340
41 91 -4441
91 202 6837
202 92 -5851
92 100 -3271
100 302 -4796
302 344 3329
344 311 -3585
311 170 -1035
170 25 -7086
25 343 -2260
343 127 -773
127 125 6823
125 113 -5784
113 77 -3321
77 63 -8710
63 84 6238
84 70 -3991
70 26 -5965
26 240 -922
240 93 8940
93 12 942
12 102 -2503
102 178 -9739
178 61 -8644
61 64 -8186
64 274 6043
274 107 -784
107 22 8165
22 172 6299
172 306 -5046
306 68 -8427
68 50 2302
50 231 -7945
231 252 -3718
252 94 -1799
94 168 -3531
168 264 -6425
264 217 -6093
217 315 4978
315 2 -8677
2 118 -673
118 23 234
23 203 -2347
203 313 -6718
313 38 -8386
38 196 -2065
196 134 -6309
134 260 1386
260 35 -9708
35 309 584
309 192 -3414
192 229 -8136
229 14 -4735
14 88 -130
88 13 -2735
13 151 -2008
151 334 -9569
334 33 -9355
33 254 -3149
254 279 8069
279 11 -7710
11 300 -5278
300 104 -5496
104 167 -3402
167 282 -97
282 294 5721
294 89 3968
89 112 2139
112 257 6475
257 121 -4987
121 188 -2071
188 59 920
59 233 -3963
233 318 -8677
318 99 2451
99 310 1201
310 130 -41
130 222 9745
222 293 1490
293 135 -3592
135 32 601
32 212 -8342
212 269 996
269 153 -3518
153 5 -9929
5 283 -1003
283 43 4916
43 157 -1120
157 126 -7819
126 295 -6728
295 30 -3554
30 117 8461
117 46 -5681
46 327 -6137
327 290 2387
290 291 -7645
291 39 -507
39 262 -7206
262 161 -513
161 171 -7724
171 213 8183
213 24 -6307
24 331 4010
331 319 341
319 15 2413
15 297 -2295
297 220 5116
220 174 9373
174 80 -7237
80 199 -5773
199 96 3749
96 247 -4305
247 317 4099
317 44 3971
44 85 -7940
85 224 -9965
224 49 -6469
49 180 -5272
180 95 9093
95 182 -5428
182 246 208
246 338 7147
338 289 4824
289 138 -6778
138 184 8939
184 6 -1855
6 195 576
195 71 8942
71 200 -8013
200 7 4357
7 166 -9311
166 324 -4409
324 56 -941
56 278 -4635
278 299 -994
299 83 1498
83 144 -3554
144 288 -4709
288 251 -6662
251 227 -6003
227 133 9616
133 160 -897
160 250 2109
250 129 823
129 336 2103
336 177 8986
177 280 -3655
280 137 4403
137 159 5426
159 325 5278
325 65 7182
65 337 -4429
337 158 7352
158 40 -3595
40 74 -7766
74 16 -9128
16 27 6013
27 162 -1064
162 62 1461
62 66 -6017
66 245 4400
245 73 -9054
73 308 3085
308 78 -7331
78 28 7240
28 322 -7261
322 81 -5331
81 76 -8210
76 155 -6944
155 131 -5256
131 154 7155
154 146 -4086
146 90 -9344
90 292 -6149
292 169 1410
169 201 5466
201 21 5631
21 145 1847
145 36 3845
36 8 1641
8 214 550
214 281 3392
281 119 -1931
119 207 -1058
207 303 -3850
303 339 -5600
339 120 -4259
120 301 7338
301 204 -4051
204 335 -5100
335 69 -4901
69 149 1661
149 266 -1019
266 18 -7687
18 218 -7158
218 79 -5731
79 29 -291
29 241 -3103
241 116 4254
116 164 -2054
164 10 -3140
10 122 -9590
122 108 6192
108 156 -1093
156 37 -3437
37 329 -2607
329 256 7995
256 114 -1219
114 270 2626
270 97 -318
97 52 -8634
52 235 8446
235 208 -5762
208 139 180
139 285 -3389
285 142 -9995
142 267 6066
267 86 2003
86 136 -4170
136 147 -6812
147 101 -4765
101 347 1373
1 308 -8172
308 314 9036
314 85 -305
85 310 1879
310 140 2812
140 199 7879
199 323 8519
323 67 3919
67 249 5899
249 263 -6928
263 111 2885
111 36 -5113
36 95 789
95 39 -3682
39 125 -8777
125 251 -1349
251 299 -5871
299 317 -7493
317 138 -6035
138 202 -5005
202 218 -6691
218 236 -9091
236 214 -6154
214 331 -4624
331 182 546
182 273 -2089
273 100 8165
100 152 -8955
152 241 8122
241 210 6832
210 170 3226
170 30 1960
30 179 -1904
179 195 -3019
195 272 1918
272 21 -9560
21 320 -9241
320 32 4266
32 72 4239
72 285 -9056
285 264 8093
264 282 454
282 144 -5699
144 164 9741
164 231 -2160
231 114 1664
114 228 2100
228 99 3261
99 101 -7518
101 68 -2779
68 57 1275
57 269 -6807
269 298 -7431
298 229 -3476
229 302 -3780
302 271 -9499
271 74 -7445
74 118 -6485
118 252 -1914
252 49 9813
49 232 -3144
232 133 1322
133 246 -2065
246 45 -7646
45 293 -3368
293 328 7288
328 318 -3843
318 180 109
180 234 -6697
234 4 6942
4 150 -9145
150 324 -158
324 44 1437
44 204 2833
204 289 -777
289 284 -4175
284 245 -8941
245 73 -9364
73 86 5715
86 142 9882
142 292 -957
292 12 6109
12 117 8412
117 327 7623
327 279 -9537
279 186 2110
186 129 8919
129 69 -4994
69 13 2597
13 127 -5209
127 155 2731
155 261 5782
261 197 -8446
197 268 3074
268 40 3881
40 5 586
5 89 -7468
89 238 1792
238 305 -3822
305 206 -2227
206 174 -332
174 313 -3574
313 77 -3306
77 188 -2787
188 55 6644
55 322 -4807
322 222 -6343
222 92 -2854
92 137 9381
137 237 -9846
237 283 3963
283 243 2713
243 154 -7203
154 291 8269
291 265 -9256
265 157 -5164
157 128 -3401
128 189 3645
189 296 -4403
296 248 -6652
248 42 7194
42 52 -6859
52 339 -9444
339 171 3474
171 332 -7617
332 23 9152
23 87 1906
87 79 -438
79 259 9741
259 168 -3150
168 207 -1049
207 135 4113
135 22 3239
22 28 -4779
28 326 741
326 151 -9096
151 130 3273
130 219 -7417
219 113 4044
113 178 -1263
178 158 -6865
158 254 -3646
254 20 -3370
20 149 -3870
149 43 4343
43 50 -1605
50 76 -9321
76 25 -360
25 295 -6329
295 103 -2608
103 104 -2201
104 213 -7074
213 54 -9358
54 239 28
239 262 9827
262 96 8430
96 66 -9097
66 88 7532
88 6 -7568
6 345 5127
345 184 -7254
184 120 -7273
120 307 1250
307 38 -6400
38 115 -136
115 277 2281
277 98 1564
98 177 2332
177 33 -1339
33 16 -6047
16 286 3864
286 160 -6114
160 108 -7656
108 312 7356
312 346 3082
346 215 1918
215 132 4825
132 7 -8751
7 253 1056
253 187 7869
187 311 -391
311 15 -2241
15 290 -8883
290 211 -6987
211 287 -3917
287 191 -1949
191 338 -6298
338 190 -5547
190 9 2834
9 94 8175
94 301 -7924
301 255 -7764
255 71 6580
71 141 -3017
141 75 3052
75 342 -3805
342 145 9549
145 59 -6995
59 205 -4381
205 226 -4144
226 335 -6546
335 208 16
208 258 2565
258 304 -4792
304 11 -504
11 123 -7808
123 242 -6656
242 159 -1803
159 34 5932
34 134 -42
134 107 -3780
107 316 -856
316 62 2036
62 247 1138
247 131 103
131 166 4753
166 288 -5561
288 329 9876
329 223 7918
223 221 1901
221 266 -871
266 300 -2513
300 340 4270
340 294 -6753
294 169 2353
169 334 -9990
334 112 5836
112 319 -4350
319 192 -3536
192 260 -2455
260 109 -1055
109 139 477
139 161 1615
161 256 9852
256 102 -8901
102 81 -7496
81 165 -1529
165 97 7415
97 93 2560
93 64 -8434
64 143 -7338
143 275 4946
275 18 -2444
18 330 -5884
330 196 -5567
196 27 5905
27 41 3356
41 344 2233
344 193 -2827
193 58 -1770
58 341 8643
341 280 6622
280 278 9363
278 200 3861
200 337 -2434
337 156 -2072
156 315 6188
315 63 -9431
63 172 -180
172 110 -3260
110 116 8
116 3 4197
3 37 -8992
37 220 9834
220 119 -2355
119 216 8142
216 84 -3615
84 212 437
212 270 -2690
270 19 487
19 48 -79
48 153 498
153 343 -9438
343 8 -2228
8 306 9645
306 325 8919
325 53 -8953
53 122 -5884
122 60 -2635
60 333 -8586
333 201 1830
201 336 -3023
336 233 6317
233 183 -1743
183 167 -1656
167 56 -631
56 303 -7133
303 147 688
147 124 -4182
124 230 -8054
230 173 -3278
173 83 -7503
83 203 5437
203 121 1545
121 162 -1914
162 65 2208
65 185 -3406
185 136 -372
136 31 -7616
31 146 -3608
146 267 -7948
267 26 8089
26 217 3581
217 181 2568
181 51 -1515
51 35 4526
35 80 5810
80 240 6249
240 321 -2482
321 227 -2957
227 61 -3494
61 90 8431
90 274 -6271
274 148 -5491
148 194 116
194 276 -5298
276 24 2273
24 78 -1932
78 14 -5498
14 29 575
29 209 -8779
209 198 -8665
198 70 -3001
70 176 -4717
176 297 6008
297 105 -3682
105 2 -8420
2 244 6055
244 225 -411
225 163 -5344
163 82 3489
82 257 -1224
257 175 4593
175 250 1654
250 47 -1494
47 224 -1703
224 281 1369
281 91 2431
91 46 -6358
46 10 -2941
10 17 -9122
17 106 -4826
106 347 1971
242 200 -56
200 42 -8051
42 201 8982
201 255 69
255 199 -566
199 123 -1099
123 238 -4271
238 263 -9519
263 214 -5433
214 209 5359
209 215 4459
215 312 3407
312 102 -8436
102 136 3401
136 146 -733
146 189 238
189 288 341
288 330 3355
330 47 -3609
47 217 6999
217 32 1784
32 112 -524
112 105 2101
105 56 5217
56 71 -1787
71 275 -7980
275 308 1440
308 245 -1729
245 122 4972
122 180 1660
180 337 4822
337 227 -4
227 231 -1665
231 173 -7998
173 329 -8865
329 22 5609
22 90 1050
90 3 2601
3 60 -536
60 216 -1482
216 145 -3136
145 125 -5903
125 30 -9344
30 229 -6464
229 264 3496
264 39 -9077
39 319 7010
319 252 -4854
252 324 -5512
324 298 -2769
298 63 3189
63 223 -8657
223 132 -9520
132 95 -3439
95 210 6897
210 233 -1258
233 36 -7510
36 147 6706
147 21 1987
21 164 -3545
164 65 3264
65 241 5747
241 261 -6222
261 272 1918
272 285 5007
285 72 -1329
72 305 -6013
305 306 -7042
306 13 -7237
13 43 1769
43 17 -1382
17 44 1607
44 297 1140
297 7 -6204
7 251 -8862
251 116 -4086
116 134 9975
134 182 6450
182 219 4719
219 175 -5636
175 277 311
277 68 -1137
68 28 -3326
28 172 -3606
172 127 -1411
127 294 -3666
294 16 -2996
16 40 8973
40 104 -6803
104 150 6932
150 59 2486
59 247 -4322
247 185 -9780
185 81 -412
81 195 705
195 52 -4533
52 141 9119
141 101 -5637
101 55 -1494
55 84 -5366
84 107 5206
107 57 381
57 250 -6704
250 327 -3443
327 124 -5911
124 202 9168
202 49 -39
49 143 3798
143 335 6657
335 69 -8793
69 286 2449
286 248 -4083
248 58 858
58 168 -3775
168 253 -587
253 213 -8431
213 26 6055
26 142 -1772
142 323 7855
323 108 3340
108 304 -8233
304 162 -6173
162 4 515
4 287 -3063
287 51 -7273
51 228 -3752
228 249 -5399
249 148 -5398
148 307 -6856
307 289 1550
289 271 -5605
271 118 2485
118 257 -5134
257 93 -6674
93 268 -5742
268 152 3119
152 45 4649
45 303 4988
303 266 -83
266 64 -8532
64 345 -1105
345 186 -9901
186 35 -4622
35 86 773
86 226 -1974
226 184 -2641
184 320 1015
320 311 -5461
311 196 4215
196 243 -7415
243 83 -5534
83 206 -6085
206 75 175
75 232 -5880
232 167 9616
167 181 -4973
181 166 1833
166 187 -1995
187 135 -3180
135 237 8996
237 301 -1599
301 236 -6160
236 87 -7136
87 169 5544
169 205 7928
205 343 -2526
343 70 -8152
70 126 -1546
126 41 603
41 234 4402
234 295 -4699
295 302 -5773
302 331 3432
331 62 -4452
62 328 -1736
328 53 3467
53 37 -5746
37 153 -2401
153 344 -5712
344 15 2305
15 161 -5900
161 138 -9962
138 5 -4723
5 317 4643
317 89 3709
89 338 -5399
338 322 -7931
322 218 -8702
218 66 5515
66 144 -3643
144 281 -6168
281 91 -5344
91 194 -4318
194 74 -631
74 190 -6145
190 140 -2293
140 149 270
149 340 6146
340 310 8762
310 197 -1175
197 291 -9720
291 163 -9382
163 121 -8086
121 170 8404
170 46 -7756
46 336 5356
336 11 9292
11 25 7016
25 160 -7474
160 208 -3813
208 78 6311
78 339 -5414
339 9 6439
9 283 -7869
283 103 2776
103 24 2412
24 346 -6262
346 2 7664
2 282 -8340
282 99 -2946
99 12 1444
12 183 6478
183 10 -8307
10 171 -2233
171 212 -7069
212 165 -2591
165 100 6049
100 326 2821
326 270 4702
270 137 1878
137 258 -1648
258 300 -9327
300 131 2550
131 110 5210
110 314 -1244
314 259 -8650
259 315 -4068
315 48 -2391
48 207 -6539
207 225 -6461
225 34 -5325
34 240 -343
240 94 134
94 230 -2337
230 222 3350
222 342 2393
342 235 -7126
235 151 445
151 220 2173
220 14 5764
14 211 908
211 114 -4304
114 284 -1316
284 113 -1702
113 325 -7347
325 33 9153
33 265 7565
265 290 7296
290 157 -370
157 77 4062
77 279 -1808
279 246 -9113
246 334 -6447
334 27 -2155
27 177 6831
177 67 -2949
67 333 -8133
333 117 -5790
117 198 327
198 224 1309
224 178 -6339
178 174 2565
174 54 -7996
54 128 147
128 98 7539
98 115 6072
115 260 9419
260 79 -4738
79 50 -6164
50 276 447
276 20 1470
20 38 -276
38 267 -6164
267 191 576
191 221 -5700
221 31 -1808
31 309 238
309 76 -2955
76 332 -4153
332 176 1199
176 293 -6482
293 203 96
203 278 170
278 92 -325
92 269 5190
269 192 -3938
192 204 -8613
204 316 613
316 156 -3977
156 318 -3617
318 18 2653
18 85 -5329
85 256 -2102
256 88 -1738
88 8 -7031
8 82 -2912
82 280 -5417
280 274 -4628
274 73 -6610
73 321 -7301
321 133 -953
133 29 -2311
29 19 -8138
19 313 7666
313 341 -6795
341 96 -2859
96 109 -8789
109 188 1751
188 61 -5830
61 239 7084
239 299 7354
299 120 -8652
120 273 8137
273 292 3377
292 159 8694
159 179 -7108
179 158 9207
158 119 -1548
119 154 -511
154 23 3201
23 130 -801
130 97 -7242
97 254 9831
254 193 -9338
193 111 6534
111 262 2204
262 296 -4501
296 244 -6184
244 129 -3942
129 139 2147
139 155 933
155 6 345
6 106 1472
106 80 -9612
31 295 9986
295 170 -2564
170 192 2490
192 29 -3988
29 43 -5210
43 136 -4902
136 81 -8475
81 119 -4647
119 186 -560
186 65 -7834
65 277 -8155
277 61 -5422
61 126 -5637
126 70 -2625
70 344 1259
344 229 -7277
229 151 -5787
151 240 -8739
240 321 -4932
321 16 954
16 58 -5952
58 336 -9128
336 160 -6458
160 48 -4466
48 85 -8053
85 293 -2683
293 286 -4332
286 73 -5088
73 25 -1119
25 82 -5342
82 97 -4927
97 45 -5424
45 183 -8976
183 322 9269
322 196 3530
196 265 -1741
265 299 -9587
299 187 -5329
187 153 3047
153 333 -8461
333 38 -250
38 236 9751
236 287 -7621
287 176 1080
176 51 7095
51 261 6853
261 191 1289
191 219 -5978
219 276 7489
276 163 171
163 77 106
77 166 -1721
166 218 1080
218 327 -6469
327 188 -1220
188 332 1642
332 308 2044
308 284 -3739
284 125 -7267
125 266 2315
266 214 6795
214 318 -3553
318 121 -7719
121 168 -8618
168 76 -5484
76 315 7947
315 106 7392
106 133 7494
133 225 -1297
225 104 -8045
104 157 -6948
157 179 -2573
179 208 -7892
208 338 -6280
338 28 4481
28 66 -8660
66 80 4233
80 215 1611
215 74 -4475
74 319 2560
319 298 -1593
298 94 -5765
94 313 -1166
313 130 1539
130 291 -897
291 33 8337
33 105 -3942
105 23 -8273
23 100 -5615
100 39 -6823
39 242 75
242 331 -2167
331 282 -930
282 47 -6942
47 40 8099
40 204 998
204 30 1335
30 216 -3098
216 152 6437
152 27 -5170
27 259 -5484
259 140 8430
140 88 -7476
88 177 -2816
177 210 8362
210 142 -1584
142 294 4384
294 110 -682
110 271 4855
271 150 -7397
150 206 -7929
206 203 2217
203 122 -9249
122 317 1365
317 24 6782
24 91 -2568
258 116 -5865
116 170 -14
170 52 -4488
52 147 -5099
147 158 -7614
158 88 8700
88 76 -4135
76 154 -2668
154 227 -8318
227 236 5864
236 332 7538
332 330 -9197
330 338 -8153
338 244 -7720
244 345 6285
345 295 1028
295 49 6409
49 196 -3538
196 60 4561
60 89 1957
89 231 -2782
231 73 2355
73 218 -9228
218 283 2338
283 110 -5350
110 70 -1446
70 118 1872
118 115 -8197
115 63 6403
63 304 8577
304 25 -2919
