1500 10000
472 14 3957
819 1483 -4816
1480 1341 900
1042 960 612
680 372 749
1124 1407 7457
1073 862 5605
1275 1462 7404
1408 1107 -893
354 550 -797
871 869 6554
389 494 1914
811 1045 -8736
1400 1357 4398
529 564 7201
757 1271 -8942
597 271 7832
99 251 3835
983 1043 -8748
294 493 443
725 643 1550
189 153 8871
646 555 6420
1419 867 -1885
866 1056 -8964
507 496 5181
618 272 8167
506 367 -1685
1100 962 4541
948 1488 -3494
885 1052 3463
1332 1004 5222
370 132 3689
164 132 8405
274 207 -5469
788 1087 -3291
187 672 7237
20 486 -8001
907 1019 2597
826 992 8090
84 39 -5181
1046 1436 7733
651 500 -8359
915 1429 -4133
564 560 -9300
137 205 9110
574 416 -7852
994 952 1490
60 190 7522
263 372 6454
1147 1045 4857
1423 980 -4906
131 536 -9944
665 387 -9346
696 199 4508
1440 1061 -741
923 1368 -1048
563 85 -3083
1357 1234 3599
610 136 -7244
364 384 -5510
608 456 8517
781 821 -3872
280 57 -5704
873 1227 329
582 405 539
1080 1455 1350
534 100 6282
311 503 7254
106 273 3642
1288 1479 7524
893 1234 -1441
934 1043 -3068
840 846 7795
1059 842 -4341
1018 1384 -7837
346 419 5658
437 128 6036
1374 868 3272
1417 1197 3073
453 462 8105
746 603 -1779
741 273 8133
1144 809 5956
666 275 1076
265 750 -5230
397 179 -7986
4 358 -2078
854 1252 7254
94 58 421
1268 877 4444
6 504 2275
1294 838 -1053
890 1047 -2023
163 97 6453
817 1439 -7745
1132 1301 1846
1317 775 -7942
984 1024 -5675
1212 1158 -5201
1326 1244 -1231
1000 1112 -7150
1177 807 3352
531 470 -5718
108 620 -6587
1231 1000 -143
1432 832 -8426
879 1267 -3729
1182 1250 -5895
1169 1472 5648
1143 1236 3541
1082 1038 -8724
928 1339 -2451
793 916 -392
1353 1417 -5950
387 136 -1504
1106 1237 -7421
858 839 -8311
965 1309 -8093
1418 791 9573
560 210 3908
1344 1136 -3840
438 388 3673
377 129 -7662
1167 1453 -4122
664 605 -4643
995 1197 -2594
1249 1185 -5431
1047 1356 -3791
112 460 3429
76 102 6427
3 669 7730
1259 1270 -248
71 349 -9905
1037 1317 -6948
1047 1483 -9274
1258 1272 -7767
1463 1120 4390
358 162 -7642
680 486 -6341
348 680 -5988
452 83 -1587
1092 833 -4078
545 259 1568
634 72 3824
1148 1280 -8919
821 1166 -4424
834 1371 -1816
226 297 2533
1312 999 -8122
1360 1403 7157
988 1394 9679
691 744 -3115
1306 1040 4604
1204 958 -5748
403 670 8418
258 605 3253
298 228 -8876
740 433 -8042
633 577 -3294
1269 894 -8613
1463 933 -4878
1443 1381 -9380
839 1042 -9459
1135 1209 8170
1439 1332 5846
1333 824 -408
1498 1058 3362
1283 1001 1360
30 425 1861
925 770 -9023
1352 1450 9797
369 86 3346
904 805 -5200
935 1224 3386
1113 893 9418
222 664 -5104
305 166 -6890
1484 1459 5681
416 171 -9513
551 334 8908
1248 827 5807
546 526 730
771 1198 -6290
398 106 -5847
1476 1240 6220
656 27 9153
267 35 -4020
342 421 -961
162 261 -4252
1360 871 -6924
275 148 -5864
949 916 -4652
113 663 7605
673 48 -122
901 934 8705
1228 937 1992
223 654 -9431
1025 893 5941
940 1226 7657
835 809 8762
675 387 -7261
970 846 401
78 568 -9848
22 94 77
1396 985 5278
386 224 8901
1094 1223 -9706
1093 1117 -1263
509 546 6164
1178 1236 -2668
817 1194 877
107 474 9670
1034 1417 3943
486 243 -4405
1325 1489 -2865
331 47 3681
1096 957 1478
379 282 1343
150 631 495
194 28 1207
624 299 -303
1069 1074 3729
1483 1183 2326
1485 925 -3939
556 372 1346
104 295 7166
1122 1254 7687
315 333 -813
541 162 -5265
578 87 -4934
1431 1022 -921
563 197 2408
394 227 -2506
1332 829 -6402
38 246 194
330 582 2174
47 218 315
1406 897 -4566
293 282 -334
146 183 3315
253 139 -9290
1493 936 3500
716 100 -5181
1419 1343 2790
1040 867 -3244
142 618 -5277
954 1298 -4578
1141 821 -6563
162 162 -9154
1214 1415 3790
984 1118 7431
839 804 7724
1304 1439 -6560
329 358 6887
312 463 -3254
530 423 1495
537 30 -3185
574 309 5454
183 660 -7043
171 22 -2276
1263 951 8814
455 721 9939
526 228 -6902
1117 919 -9734
1430 1414 -3407
599 408 3538
1415 1393 5391
69 677 7604
225 350 -9619
708 308 5957
767 854 -7000
1032 1113 -3403
281 417 7220
1015 999 -2849
1046 796 -2215
263 570 6237
133 270 -5285
1479 966 1082
217 409 4040
478 429 -8609
167 325 -5206
247 114 9464
700 153 2256
304 374 -3441
1072 1026 7447
353 287 5517
320 22 -7136
983 1161 -382
49 358 -5519
670 531 7712
515 60 9985
321 631 -4428
1259 1117 3271
367 610 -6475
1033 878 5183
149 226 308
777 921 -9494
1107 774 3189
641 418 -8789
1016 1005 -5663
49 227 5945
257 21 3436
823 1221 5769
651 410 6554
589 600 -3841
582 364 -8745
1238 1190 -4759
1413 1031 -2022
935 1473 8289
458 600 -2361
1169 856 -1542
1242 1372 5512
355 667 -6211
566 569 -8667
980 895 -9560
364 116 5683
296 155 -7816
104 175 2588
1313 1143 6149
494 392 -1601
587 577 -5189
1231 1399 6906
800 1112 4238
291 538 -9301
896 1006 8577
28 568 8796
508 504 -9199
558 619 499
1430 967 -299
1447 865 5519
896 1229 3126
445 693 342
639 195 -2527
513 100 -9159
1017 1168 -6562
405 575 1152
1169 1409 -2002
1033 972 -1218
1474 1441 -7342
1396 1103 -4017
63 322 7945
542 335 7366
1368 921 -5855
334 154 3766
1471 1159 8302
10 219 2367
1255 1252 -2549
543 658 -6939
845 1423 -1878
794 836 1069
98 611 -7931
465 617 5808
645 656 -1724
94 355 -3993
1220 976 1185
356 369 1075
1295 964 -4800
651 660 -1281
257 391 5423
1495 851 -1191
1133 773 4648
204 372 3498
862 983 6601
881 1119 3587
114 599 -4563
1192 1360 -8859
1157 1226 -8523
943 1111 8363
516 565 -6796
206 260 -7301
436 206 -4497
1237 1413 -1779
888 913 4153
695 237 -6773
1370 1138 6569
653 25 -5876
1259 1022 -1201
165 254 -4467
208 631 8759
1118 1125 -3336
88 674 -4272
638 86 3930
981 1206 6096
795 1339 9813
217 568 5343
1098 836 7983
1206 1307 6296
42 2 4667
1325 1336 -6390
449 199 6263
838 1071 4517
1360 1174 3208
630 310 5814
467 483 -9906
1472 1340 7107
1100 1410 2041
343 285 -9696
1254 865 7305
1048 1180 -4644
665 20 -3847
874 1038 2249
1187 918 5977
1305 1394 9247
1211 1088 2660
777 1340 7382
1378 1118 -1804
981 1289 -8801
1352 1237 4555
1213 976 5751
371 363 3802
1020 1442 9831
113 645 -5539
645 506 -4527
847 988 -5862
770 1214 3694
1385 1309 -1619
797 1032 -3519
1330 1032 -4198
191 16 5038
1123 812 -555
1354 968 -5726
1384 751 -5603
557 78 3551
804 1089 1663
664 298 3668
75 137 -1724
1406 957 -9889
628 691 -6328
196 348 -7457
1163 931 2300
497 62 542
223 552 -7508
1487 1299 5599
316 387 -8419
1263 1413 -645
843 754 7269
851 1201 8099
56 44 5238
9 409 3505
79 293 3027
577 242 9625
1464 986 140
872 842 6136
805 1345 4420
1385 1263 7824
1135 1357 -5338
20 417 335
635 30 -517
130 520 -7840
128 633 -7565
1355 1011 2881
125 429 3377
252 206 7663
920 880 6090
720 194 -2006
1227 849 2143
1231 1459 -1320
614 526 1013
846 1493 1085
1240 1091 -3549
790 1135 -7377
633 120 -904
62 656 2505
1015 1461 5350
100 568 3723
1430 1356 2484
491 422 -8701
1159 1039 -9984
1478 839 -3225
941 830 -2677
509 530 -1047
485 445 -2492
844 1040 -9109
534 312 -2483
1446 1240 3143
468 102 4510
1177 1041 3250
464 508 8473
38 98 -8514
696 3 1087
459 502 -7153
579 79 -9152
1131 1448 5294
324 227 -5568
1387 895 4244
1020 1401 4310
1134 1203 3316
279 706 -7383
824 763 -8683
673 587 -8727
725 105 5494
211 236 8345
996 1491 1013
875 1498 662
298 495 -3287
694 748 2693
1206 1067 -2909
867 1263 -8349
672 78 -9453
185 320 8872
777 1352 3878
1496 1289 -2580
789 1435 -6986
221 445 -4032
1261 1092 -9983
1417 1030 8903
674 544 6322
878 1292 -7301
389 186 -7780
798 755 -1464
1381 791 -7383
1467 1480 -8838
278 199 -988
1273 1308 4013
449 738 -2256
495 85 -9421
1380 1131 -5514
1396 877 -7974
107 638 -5017
862 911 1055
937 1181 2050
339 10 2026
1223 1452 8809
816 1004 7323
1183 1012 8182
853 1380 9967
263 113 -1366
659 166 -7509
1050 1267 6171
215 549 -7947
1236 1290 2568
445 724 1803
618 85 -124
1433 1486 8498
1406 1408 1156
1438 1293 6376
320 368 7474
451 581 7265
238 412 1139
60 293 6958
142 543 5204
349 662 7824
106 28 -803
600 213 -2324
1083 1081 -8877
47 260 4895
242 537 5702
163 629 9788
1349 1260 8858
1011 873 -7793
1194 1282 8467
624 217 -4576
815 1183 -8654
1201 1485 6240
1023 1192 -3503
1082 1020 -8648
219 43 4597
280 579 9978
512 41 3739
810 1466 2714
376 387 -8570
1061 1152 -3342
116 466 -7171
715 627 6779
620 384 -4761
467 735 -6475
1415 982 -1152
284 244 -3301
1015 1089 3727
725 153 5573
319 252 -6934
540 732 5253
805 959 -7332
330 294 -699
1269 1343 6694
995 955 8599
1366 869 9651
738 375 6466
692 254 -5365
1105 986 -9976
914 877 -2172
1078 1454 7822
452 669 -765
218 375 3695
1201 1490 -325
1097 951 -3117
1055 984 -5972
1282 913 -1595
725 430 727
368 660 3665
103 64 7495
299 400 1329
1428 1398 -6660
495 513 -1564
493 14 6802
1271 1407 1769
1152 1094 435
558 601 -4530
624 691 1559
1162 1297 -5093
1091 975 -752
826 936 -3206
1098 972 7570
1093 985 5554
1245 1029 5083
1204 1215 -4061
927 770 -9425
302 206 -8102
1122 1034 -4940
1185 1341 1692
1229 797 -9988
594 283 9260
443 328 -8134
560 434 1839
1438 832 2756
1042 887 -6167
590 573 7505
863 1098 6926
752 985 6872
944 1308 6447
68 269 7043
831 937 -6004
1092 1465 5371
1275 970 -3695
1200 1272 -7632
852 1321 -9647
1048 842 9952
138 691 4742
1083 1061 5933
671 399 -2699
1088 1066 4757
970 956 8970
1292 1497 -5497
843 1119 -6102
1258 1231 -9881
1245 930 5830
333 348 -7084
434 490 707
1136 1091 6313
1422 1220 -4456
1096 797 7824
1475 1350 3543
536 75 -2697
1157 1397 5462
1055 1459 1441
1420 878 -2772
208 53 -5502
748 506 -6190
1227 1402 -4697
589 115 9335
295 604 495
1092 1334 -6552
119 655 -5988
631 726 3942
1036 1027 -7165
638 428 -4389
1186 1479 8984
722 265 5381
1214 859 7750
1341 1355 -6335
32 630 2201
1269 943 1989
1116 1142 3912
361 223 6854
112 377 9964
113 392 9855
230 437 6184
1270 1193 4049
1438 763 6639
732 434 -3428
204 589 9373
505 498 7504
1281 878 8408
947 839 4989
1044 1245 1976
819 1205 -3401
120 116 -2980
1120 1350 -3044
1069 1117 9931
735 233 -8406
104 199 3542
1112 1442 -2921
617 749 368
1251 867 -2623
1245 1185 -7897
232 90 -3531
1241 782 5359
540 526 7217
630 489 3654
192 34 -3514
422 222 5665
1405 1026 6509
618 148 -292
1314 797 -7500
513 701 -5510
733 98 -3472
1295 1333 6097
973 1445 -2369
1196 998 1232
694 152 -1820
429 369 -3284
1063 1110 6504
186 548 -4775
451 542 -4253
171 498 -2718
438 249 -1004
1435 1466 9500
1355 1084 641
258 394 9073
875 1165 3993
78 56 4523
155 320 -4847
967 1433 -7314
1020 1018 3130
1147 828 -8042
947 1283 -3797
818 1454 -8215
95 594 -5454
765 1266 -1593
130 16 -910
277 524 -3151
851 1069 -3361
1104 1341 9164
607 332 1241
211 710 8924
1268 775 -8196
1336 1028 -8037
1238 835 5964
1086 1338 3371
513 216 -9804
1337 822 732
544 683 6193
1425 1012 -6381
388 333 -6530
140 1 -662
410 104 8243
11 377 -5085
36 18 -1464
1140 897 5342
791 911 -4444
1086 1139 8069
1146 1136 1307
42 403 -6257
1157 1019 -7544
808 1326 3208
1151 782 453
569 249 735
456 211 7895
705 307 3527
1435 802 1144
163 9 7452
810 1400 -800
121 54 9038
536 58 -1193
441 622 3717
721 649 -4169
679 412 316
96 193 2871
391 405 -8202
275 435 3128
228 362 2256
319 145 520
85 67 -9848
1093 1163 6055
295 37 7817
670 417 441
622 232 -2819
1034 935 -7042
44 488 1776
579 587 -3425
1091 1194 -5028
902 1312 -687
724 447 4475
146 579 -8133
766 1192 -6940
642 332 -8528
374 599 -4427
842 1174 2019
1313 1421 -7833
802 1276 -9581
1275 1091 -2203
963 779 -770
1493 1297 7960
978 1179 -4486
906 1300 688
834 1192 -4040
864 1225 -5208
523 354 8248
143 350 4354
1260 1365 8668
486 114 9465
1496 1400 -4012
215 626 3220
1230 923 1570
1371 1142 -5037
368 720 -4265
409 41 9777
873 1428 -9616
1439 1022 4222
723 289 -2136
266 49 -1667
655 145 6083
720 267 3860
463 666 9881
1042 913 8762
589 308 -1357
558 706 -2057
11 12 171
1157 1472 -9747
932 1133 795
1312 752 -8276
11 606 1747
648 400 5065
644 590 -8227
811 1161 -4600
1287 1107 -3997
375 482 -7731
1084 1159 1066
307 308 7860
1038 825 -3541
470 119 -8494
1472 1354 -7836
677 691 430
300 232 -7485
293 600 6732
1084 1487 6316
878 1206 633
143 730 -6798
1384 1368 9969
709 429 6269
897 1406 -4071
126 666 -9073
669 532 5055
352 631 29
959 1274 -2527
501 348 5228
908 1384 -8604
687 387 4602
725 228 3860
663 310 6519
152 165 7715
759 1100 9752
747 649 4874
609 327 -153
694 82 -4203
189 298 1742
174 136 5243
135 684 8634
24 571 4250
625 398 7094
449 278 8387
292 438 -1566
1280 814 -7759
1196 976 -3672
770 1167 165
338 183 677
454 255 -6740
1468 777 7725
286 415 -7371
695 320 -3574
1342 1365 -1140
1391 1235 -8937
303 417 7774
1395 819 118
499 407 2411
507 234 -8620
1238 1372 1281
1289 986 3323
1442 1454 2849
153 131 -7287
322 292 6279
1000 1477 -1513
353 400 8428
410 12 1857
549 522 -2916
621 318 2686
1031 1231 465
61 718 -7895
137 254 -7045
424 164 1376
595 38 -2902
1042 850 7012
1474 1294 1842
59 570 -7859
692 532 -2972
145 296 4130
573 576 4137
11 5 8443
1443 1062 3275
220 734 -1233
528 428 -3578
48 117 3374
1400 1128 6922
382 160 7738
964 838 -4779
679 250 -6596
1249 1146 -9131
459 145 -6893
241 721 752
855 956 2135
763 1469 -6412
200 354 5947
657 680 671
921 767 4042
1004 1396 -7140
723 561 -9922
901 1278 -6175
322 454 8235
1277 1193 9537
1474 1164 5833
1259 1299 -5994
554 546 2199
1335 1104 -8716
176 705 -6211
562 515 -6305
616 348 -4451
576 369 -3664
1031 876 -1464
1392 951 7815
718 700 3781
254 742 -2757
1179 1046 -7589
285 654 -2521
1478 1499 -7985
1178 1001 4620
1145 1019 -740
1186 952 -6257
129 710 -1244
663 469 -9101
1046 802 -1822
1147 977 1355
222 136 -368
740 276 -5918
1291 1121 7269
786 1176 2503
1077 1430 -8846
599 126 1481
287 184 7387
484 75 566
738 612 -5539
304 314 -6521
391 202 5891
1096 803 3866
1175 1335 -929
1485 1488 7276
362 400 395
145 347 9415
738 399 6629
1300 1420 633
568 533 2517
33 576 6668
111 270 -5341
1382 764 -4366
1432 1404 1626
489 500 1269
761 1341 319
295 581 2425
1143 877 8598
26 543 -1193
396 202 4140
236 596 2970
105 396 -438
390 51 8559
417 653 -6216
991 1219 -5201
888 996 -350
1265 812 7244
1368 1469 7793
1383 1059 -5241
688 72 6750
980 823 2774
1394 1420 -665
1479 1190 2764
273 146 -4749
203 50 -1999
1438 1281 -40
292 413 5542
190 376 -202
405 201 -5531
1450 1350 3346
234 280 388
717 80 -960
803 1483 -3836
1088 1217 9049
1070 1101 -1083
1067 1495 -621
1322 876 -6738
421 272 6254
1370 964 -9195
839 1297 -1279
1041 893 5882
630 478 -2474
712 749 7549
724 114 -9774
400 348 7832
215 133 2559
387 146 6209
206 43 6059
403 123 -9638
196 386 1924
1099 1167 -6836
516 665 1136
1069 1428 5919
1065 1255 823
1421 1165 7858
835 1059 -3120
639 324 -8119
1242 1386 -7165
1498 849 6551
1248 1072 4967
773 983 -5673
778 829 3671
746 296 6071
443 332 -8925
1259 1205 -8227
552 42 -5085
813 972 7560
172 260 -1359
714 438 -1074
735 417 7789
1022 994 230
1445 845 -7402
286 286 -9565
731 289 6884
1335 898 5106
1491 1148 3141
609 529 4642
641 703 3926
46 400 -1220
1206 1328 9464
1004 1141 7329
1209 1433 1519
1242 1169 -2837
1357 900 3515
935 1300 -4532
27 743 -3105
501 587 -770
1039 757 -6253
709 657 976
490 404 5666
598 516 -9229
1372 1428 8870
1431 1352 -5542
496 211 5572
957 1063 8148
208 603 1592
1208 1027 8964
1402 1498 230
604 349 2032
334 389 -7622
1098 846 3730
1227 904 2891
1121 1019 1167
1175 1084 -6802
1320 754 7938
1350 1387 180
1348 1013 -3892
244 186 -8726
1199 751 4460
1221 1491 -4147
337 79 2981
1351 1164 -7167
1377 1400 -6390
1308 1112 -5455
305 288 7226
1051 1219 6855
8 596 -3108
55 511 5521
586 551 7349
598 53 8823
970 832 753
1330 834 6421
586 135 -1326
651 383 4476
311 716 331
881 874 7018
484 677 -2911
1225 957 -6443
455 731 3203
539 587 -7039
438 701 2803
893 820 -6438
406 7 -6859
672 110 9531
1285 1383 4086
491 579 3490
948 1332 -6143
886 1025 5385
747 316 1026
822 1418 7596
852 1172 -7247
729 124 -3690
881 1027 9282
355 366 -864
1326 1432 4676
395 424 8973
1284 1492 3821
1184 1310 4124
721 224 -4341
675 437 4668
1297 1402 2684
1475 1263 5073
1229 1384 6682
663 680 3068
706 427 -9275
673 627 4755
594 733 -2587
707 445 5977
448 234 3365
956 1460 9941
309 100 9962
113 561 1077
1059 1250 -9661
435 494 -4841
1068 1080 -7370
848 912 5677
1135 932 -546
606 145 6442
1227 1053 3662
742 205 -9534
1025 1027 328
1061 783 5073
499 451 -5009
193 227 3265
1294 1340 8149
180 499 -8658
1410 1021 -4006
1369 1122 -7231
1171 1004 7417
344 114 8292
1004 1093 -2762
1412 1147 -7696
751 1236 -4296
382 701 5469
1293 1344 -5769
1390 943 3577
203 612 7395
776 1099 2673
963 813 -8827
1001 1050 419
1217 828 -2559
616 676 -6289
1324 1168 4708
775 921 -7455
962 1217 5112
548 599 -9860
268 472 7666
528 187 9298
1037 762 -2258
1234 1346 5023
464 449 -7178
66 677 3394
676 117 -5518
299 221 -3324
321 245 -3358
636 179 -5314
448 615 -9949
1289 876 -7581
684 701 3035
380 457 -6097
1462 1043 -1517
120 318 -7674
1039 1112 7097
1042 1018 6401
70 399 -3123
783 1431 -7024
217 496 -1131
411 376 -4085
1320 1412 9152
298 738 -8799
848 1112 7082
537 318 8313
160 557 9789
665 169 7837
1059 1467 2910
174 419 -4663
889 1322 7589
571 75 -8528
435 593 3715
1488 812 -1639
1363 1219 9418
587 496 2201
716 54 -3195
259 445 -7864
1195 1306 3959
876 922 -4628
502 713 3176
834 1356 8545
211 697 5460
395 63 5336
456 253 1266
1080 932 344
1400 831 -2513
1349 863 9198
1009 1187 -9296
1339 1428 4925
1121 1486 -3328
890 1267 -9433
810 874 -3936
1377 1480 8053
302 546 -3537
76 734 3308
1181 1039 -9394
1091 1124 7627
647 515 -9125
69 3 -4713
69 32 36
461 58 -2581
86 35 -1762
591 112 -7876
1002 850 6249
253 413 -9163
981 1148 4950
1377 1410 946
288 400 -8920
472 510 4662
326 65 9225
1378 1073 -5869
1221 1263 59
312 635 2806
202 431 4842
961 1123 -6939
1282 963 6156
1118 1299 60
229 338 4899
1119 1439 -8127
1094 1478 -6470
1079 752 5845
523 343 5559
1167 1025 1209
627 11 1286
1187 757 7959
142 236 9801
198 26 -8039
1394 752 7217
688 345 -3672
797 1049 -8831
38 243 -970
1162 1144 -8444
38 90 6762
47 328 -2471
696 399 5066
1401 1402 734
100 368 4694
261 146 -5193
1068 1152 4227
488 522 -8885
1354 1125 8940
313 116 -9251
393 366 5921
410 554 -7238
97 144 -4560
790 913 -1334
450 372 -1436
1468 1112 -6827
395 308 1021
945 1034 1187
269 234 -6677
1477 1392 1043
538 369 7131
146 317 -5996
576 18 7870
974 1439 -9997
1242 1459 3600
86 452 9631
3 555 -9870
918 1159 2380
1104 860 -7612
978 1004 1141
1037 954 2035
394 88 -7061
303 16 -8668
765 1422 5931
224 625 3266
313 156 -7360
1303 1303 -2099
320 56 9459
873 1288 -4990
1123 953 -7619
1307 1040 -7063
1149 1428 9002
259 740 3711
1253 993 6754
463 508 4418
95 239 -2598
825 873 4813
821 1234 -2212
1061 1214 -8806
540 642 6820
385 689 6515
839 1088 -1290
741 155 6751
360 252 -7522
330 562 -6481
910 1192 -2316
693 88 2947
126 416 -3578
328 508 -9216
686 169 1566
364 293 -6226
811 1476 -8742
1278 1450 7270
571 397 -346
408 88 -899
1486 1036 3912
763 1230 -309
920 1021 7437
1137 846 8426
30 477 -627
505 380 -3733
1248 1475 -9655
981 1259 4625
1330 973 4451
315 383 470
179 489 7502
936 856 7705
1485 1005 -8483
298 442 -5223
1399 1112 -4531
17 516 -1451
1259 1381 2265
807 992 4417
111 725 -7998
1213 1487 2673
782 1244 -8550
893 1220 1126
240 554 -202
940 1397 -6033
1008 847 -9356
511 327 6891
129 190 -9757
244 24 -1545
663 560 -8011
1224 1045 -2296
1500 1103 7168
1002 1309 -1965
1452 1392 -8060
901 1154 7313
1154 1156 -9409
1378 1124 -5762
507 253 -4982
426 745 -9035
1422 1121 476
276 533 -8029
849 970 -2436
1398 1236 9167
371 699 475
291 313 3272
830 1307 -8518
833 1392 -8576
757 1280 1683
913 1468 -8945
96 221 7994
871 833 0
976 1209 6387
1480 1241 -7133
283 639 1387
476 557 -6342
1020 807 -8188
384 386 4631
1225 966 -7233
1391 1199 -8581
178 630 -6120
1018 1428 4400
155 102 -6196
1338 1304 -3693
738 490 -9051
1237 930 -3896
658 210 -9515
1476 835 -902
445 717 7573
802 1262 -6694
1373 1229 6865
1100 945 2074
1449 1176 -1758
593 613 2944
450 642 8812
595 738 2770
510 283 -8857
1054 1008 9087
1499 1489 7764
642 38 -2276
202 20 -8100
649 571 -3320
795 885 4473
1416 1402 6231
1365 1200 7333
317 46 -4699
731 283 -7241
293 137 -5915
58 234 9199
424 309 2906
22 744 3258
54 565 -2661
265 147 -2054
1463 1382 9577
406 448 7171
1333 791 6047
1092 1342 6470
262 703 1277
1349 1211 16
325 714 8017
1226 1364 3851
1184 1140 3599
746 2 5380
1489 1046 -7439
387 672 -886
1082 1003 5513
128 708 -1338
996 829 -5752
28 148 4975
1249 1316 3118
861 1148 -9169
938 945 -3355
291 116 1590
626 327 3393
350 341 -7828
279 138 -3922
1459 855 309
1000 778 7945
996 1272 -3966
57 25 5376
161 120 7423
961 1416 -3239
1142 903 2585
1089 1115 -2382
572 400 7911
1103 1263 -8045
284 444 2557
171 321 9892
118 440 9196
228 131 1522
517 616 1001
537 479 7037
679 255 4893
1299 1382 3085
495 667 1032
556 362 5397
293 143 -1442
893 1204 7646
626 389 7584
1187 1197 -3431
