1000 6374
179 847 -4814
847 221 2873
221 513 -2754
513 543 4942
543 407 -9099
407 17 -3889
17 241 -6913
241 244 -6588
244 203 164
203 256 -7957
256 2 -7405
2 641 -8396
641 110 -8108
110 210 476
210 988 -8646
988 693 -5878
693 824 3951
824 443 5591
443 673 -5203
673 419 -9008
419 783 -2298
783 643 628
643 981 -5621
981 827 -9327
827 841 -504
841 8 -8423
8 503 2327
503 940 -289
940 461 -3564
461 731 -709
731 564 4736
564 568 -3342
568 606 -3444
606 793 2818
793 654 -127
654 821 -5711
821 160 4587
160 69 -5267
69 336 1002
336 575 -1642
575 36 8536
36 582 -266
582 958 5950
958 853 -9523
853 646 -9605
646 667 -4233
667 388 -9408
388 376 -8035
376 713 -9329
713 186 -9715
186 678 8007
678 953 8554
953 975 -9320
975 335 6171
335 426 -9031
426 914 -8102
914 954 -8329
954 457 6546
457 883 1623
883 702 -9801
702 631 -8676
631 948 -6576
948 648 -9323
648 448 -2540
448 372 3484
372 389 3463
389 660 -2354
660 750 6452
750 471 3364
471 126 -384
126 487 9365
487 970 -8505
970 382 6668
382 57 7455
57 246 -8721
246 778 -2762
778 925 -1105
925 53 -1623
53 296 -5313
296 412 769
412 562 -6118
562 145 -9405
145 848 8481
848 395 7527
395 293 -1246
293 814 -2628
814 424 -6085
424 22 678
22 839 -7621
839 550 -5362
550 518 -591
518 602 579
602 139 -2937
139 298 33
298 650 -8199
650 588 -5107
588 818 -6005
818 442 -6608
442 27 -6994
27 768 3997
768 262 -3352
262 966 5168
966 286 -9623
286 211 -6208
211 708 1993
708 199 -6129
199 677 -4756
677 325 -3304
325 971 5625
971 766 -3110
766 494 -8832
494 993 4000
993 338 311
338 854 1761
854 302 -8542
302 668 -2385
668 63 1004
63 786 -3746
786 913 -1894
913 51 2238
51 428 -5861
428 120 3092
120 242 -6772
242 651 -6355
651 346 2394
346 124 -1068
124 622 -8686
622 321 -1405
321 745 -9247
745 771 1734
771 52 -470
52 240 3765
240 729 7649
729 849 -4506
849 5 -84
5 528 7497
528 558 1047
558 555 -3507
555 41 6271
41 833 2395
833 714 -9088
714 268 658
268 142 620
142 777 3008
777 456 -5905
456 733 -5968
733 593 -9454
593 127 -9975
127 49 -8003
49 489 -3766
489 979 412
979 999 -7542
999 70 1344
70 155 -5844
155 963 688
963 355 -6308
355 138 8159
138 72 5171
72 129 -9430
129 279 -3905
279 916 -7867
916 400 -1840
400 264 -216
264 884 -8668
884 404 -4939
404 684 -1143
684 492 -9689
492 692 -1718
692 273 6077
273 761 609
761 941 -3314
941 327 2151
327 88 -2195
88 349 -7878
349 464 -3767
464 902 4266
902 605 -8759
605 200 9271
200 196 -6119
196 685 -2530
685 267 -7139
267 984 -6810
984 281 1386
281 238 -5966
238 918 -2511
918 852 8926
852 418 -9467
418 379 -713
379 68 -2082
68 363 -7578
363 358 5671
358 632 5577
632 932 -9920
932 491 -8810
491 386 -6990
386 679 1010
679 152 -3092
152 939 -1246
939 170 -4126
170 891 -3061
891 166 -1565
166 364 4820
364 957 -6653
957 198 -5788
198 480 -4089
480 141 1721
141 140 -1279
140 87 -634
87 261 3470
261 877 -2881
877 105 7967
105 574 3095
574 878 7445
878 595 -68
595 167 3564
167 458 7549
458 936 -5449
936 413 3507
413 125 -1196
125 943 6663
943 830 1790
830 500 9587
500 547 1939
547 236 -7959
236 837 -519
837 538 -2879
538 612 -1489
612 274 -4154
274 763 1167
763 362 4535
362 640 134
640 972 1075
972 147 4114
147 567 1037
567 973 7012
973 391 3865
391 974 3096
974 832 -1481
832 329 -1990
329 844 -517
844 789 8838
789 741 -6706
741 665 -7859
665 945 2617
945 190 -1075
190 402 -6572
402 681 -8533
681 774 -1291
774 213 3610
213 387 -7150
387 977 -5629
977 835 -8140
835 427 -1848
427 103 4196
103 563 -4396
563 601 -1626
601 269 -7367
269 978 -7208
978 656 -9882
656 377 393
377 215 7909
215 885 -6446
885 459 -9703
459 642 -8277
642 509 -7950
509 652 8948
652 20 -9797
20 706 5136
706 732 -1755
732 169 -420
169 753 478
753 157 -781
157 726 -4424
726 218 8527
218 135 -8663
135 312 9423
312 470 -6804
470 445 340
445 887 525
887 231 -1664
231 343 385
343 94 -316
94 385 -2757
385 613 -347
613 275 -6364
275 512 -991
512 330 3188
330 16 -182
16 146 935
146 406 1123
406 920 -8895
920 369 708
369 432 -73
432 239 1787
239 623 8324
623 909 2267
909 314 -9717
314 132 7090
132 278 -657
278 779 783
779 598 8504
598 897 -4943
897 736 -3820
736 805 -7244
805 724 -3443
724 744 -7609
744 560 -9444
560 710 -3296
710 435 8251
435 373 -2970
373 294 924
294 229 2375
229 705 -9228
705 452 47
452 417 -5276
417 755 -9212
755 946 1433
946 893 -4592
893 183 -646
183 576 2267
576 707 -1268
707 437 -7189
437 149 -6265
149 508 -1187
508 879 6573
879 764 440
764 82 7088
82 354 -1557
354 851 -2973
851 182 1773
182 301 -1848
301 441 9535
441 450 7577
450 234 -4130
234 205 9924
205 785 6631
785 870 2060
870 620 2240
620 938 399
938 430 851
430 959 -7966
959 245 -1518
245 490 -706
490 92 -6414
92 194 -7459
194 67 -9475
67 108 -5817
108 187 -5257
187 864 -9777
864 917 2779
917 34 -6482
34 313 -8798
313 919 -7760
919 992 -2601
992 987 1408
987 578 -1764
578 326 -7314
326 55 -653
55 119 -5788
119 393 -1661
393 881 2373
881 253 -7376
253 819 -9586
819 636 -2841
636 769 -2577
769 368 -8439
368 577 2965
577 136 -1964
136 212 -5762
212 619 1505
619 811 -8472
811 561 -239
561 295 -952
295 617 7678
617 449 5949
449 686 3688
686 696 865
696 40 -682
40 251 6890
251 58 8039
58 365 -4753
365 144 9129
144 867 -1224
867 952 -2777
952 596 -2150
596 767 6671
767 816 -2412
816 98 -8757
98 762 2435
762 590 -9196
590 666 999
666 903 3466
903 990 -649
990 287 -7424
287 534 -3415
534 610 -7375
610 288 8259
288 589 -5860
589 572 5777
572 453 -9021
453 174 -9046
174 536 -5838
536 624 -7023
624 89 66
89 352 -7947
352 332 6228
332 263 -1280
263 912 -1549
912 95 1099
95 440 -8672
440 468 -1353
468 704 -2372
704 935 7233
935 682 -7837
682 934 -2560
934 517 -3951
517 749 -1709
749 625 4027
625 600 -8661
600 886 -8400
886 106 -2829
106 794 4033
794 734 -6493
734 649 2154
649 7 7329
7 862 -4889
862 206 -6655
206 828 -829
828 495 -3139
495 527 -5762
527 658 5279
658 937 5659
937 857 3641
857 410 -8036
410 14 -6160
14 812 2670
812 259 7602
259 510 -1796
510 638 -6418
638 28 8761
28 483 4928
483 207 -4155
207 292 852
292 465 -2498
465 699 -9300
699 477 6512
477 392 6574
392 164 8522
164 219 4770
219 91 644
91 24 4557
24 515 1813
515 905 -4121
905 933 5188
933 111 8703
111 860 617
860 44 1388
44 411 7020
411 944 6814
944 804 -3994
804 599 -4508
599 123 -9512
123 669 -2393
669 524 -3674
524 277 -557
277 799 -1722
799 93 8815
93 484 -8323
484 159 -9497
159 378 -932
378 863 6801
863 796 -3837
796 921 -245
921 626 -2835
626 566 -2261
566 237 -2379
237 252 3961
252 423 -3496
423 345 -5846
345 871 600
871 688 -5168
688 519 1009
519 618 -8030
618 947 -6880
947 397 -5274
397 26 -2652
26 454 -1693
454 858 -9808
858 537 2944
537 414 -4360
414 331 4872
331 230 3842
230 680 -9792
680 540 -7088
540 757 882
757 795 -4886
795 254 -8161
254 156 -8520
156 942 -7340
942 478 -1770
478 759 -7877
759 976 -482
976 162 -7216
162 25 1785
25 344 4850
344 469 -1570
469 504 -8093
504 258 9448
258 712 815
712 951 -2141
951 79 -2628
79 204 3364
204 270 8964
270 580 -9845
580 316 -6094
316 611 5497
611 381 -3559
381 740 7754
740 792 -2281
792 994 -5433
994 760 9124
760 967 1617
967 836 -6233
836 266 4895
266 10 8090
10 31 1233
31 380 -8634
380 276 -720
276 962 2789
962 130 -9510
130 630 5737
630 961 -8862
961 43 -6217
43 683 1641
683 747 7923
747 894 -8126
894 695 4125
695 639 -9438
639 670 6019
670 250 416
250 514 -3913
514 908 1530
908 356 8172
356 15 246
15 657 6759
657 340 -808
340 342 -9242
342 460 -6806
460 438 -2456
438 13 6109
13 21 -8445
21 616 2549
616 900 -3839
900 709 6145
709 627 5348
627 557 -2651
557 319 -2758
319 65 -6208
65 116 -1620
116 571 3967
571 569 590
569 390 5845
390 29 -5995
29 45 4553
45 965 1666
965 995 -2778
995 85 -2174
85 587 -9432
587 163 -1099
163 924 5024
924 66 2805
66 208 -7771
208 347 -1607
347 99 9860
99 112 9410
112 898 -7434
898 559 -2015
559 609 7010
609 474 1284
474 304 -6342
304 583 -9958
583 189 6277
189 431 -817
431 197 836
197 872 -2305
872 758 -3504
758 311 -1243
311 964 -6341
964 60 -5977
60 114 2471
114 472 9388
472 188 3905
188 50 -1822
50 501 -9679
501 446 -9280
446 285 -9709
285 181 -859
181 715 2203
715 473 -2683
473 467 -5647
467 926 7906
926 927 -639
927 529 3360
529 697 -4673
697 367 -9860
367 690 2121
690 842 5927
842 455 1227
455 671 9817
671 384 5809
384 802 -1227
802 889 -8624
889 968 -7496
968 880 -950
880 784 -9117
784 497 8474
497 663 -7995
663 930 484
930 488 -8493
488 996 9482
996 621 8586
621 829 -531
829 485 1071
485 775 -8292
775 929 4201
929 615 2772
615 782 -6958
782 175 -5560
175 629 8903
629 906 2227
906 522 -2332
522 507 -7930
507 742 1739
742 6 -8340
6 4 1612
4 476 8886
476 874 -3544
874 235 50
235 375 -8223
375 434 -2210
434 290 1303
290 300 1099
300 322 7650
322 809 6805
809 202 6217
202 910 4917
910 462 6151
462 223 -3136
223 216 315
216 592 6471
592 772 -6057
772 178 -5254
178 107 -7893
107 526 -7782
526 90 -7909
90 672 -7654
672 247 -6359
247 232 -4632
232 661 -109
661 64 -8177
64 315 -5326
315 502 -141
502 628 -633
628 730 -4017
730 101 1177
101 635 -6679
635 399 -1215
399 950 817
950 339 1798
339 409 4006
409 133 -2534
133 291 6167
291 985 -3868
985 35 -8294
35 260 5169
260 843 -3631
843 997 -8202
997 23 8525
23 541 6467
541 687 8062
687 922 -9814
922 71 -3871
71 931 9239
931 118 883
118 815 4017
815 150 -9385
150 47 -9670
47 822 -4095
822 998 4429
998 422 -6412
422 840 8555
840 915 -1230
915 78 -4341
78 969 -5403
969 773 -7881
773 1000 -364
1 679 -471
679 308 -7656
308 49 2419
49 856 -8609
856 208 -3756
208 575 -5317
575 970 -4759
970 732 3269
732 936 -9365
936 386 2901
386 794 -3819
794 702 1296
702 562 -9958
562 468 412
468 81 -9528
81 941 9121
941 160 -9654
160 92 -7138
92 839 6148
839 820 -5730
820 696 5374
696 873 -4663
873 676 -4265
676 363 -4110
363 675 8992
675 139 6536
139 260 -5241
260 99 -2636
99 28 -5413
28 269 -7473
269 132 -4498
132 832 1261
832 404 -6134
404 380 5273
380 712 -8343
712 72 9044
72 361 -5424
361 78 6575
78 247 -4309
247 760 -3299
760 988 -9046
988 394 2284
394 920 -4777
920 184 5650
184 94 -7518
94 111 3743
111 406 -7219
406 187 -4545
187 868 -7547
868 83 1329
83 282 -7324
282 438 -2284
438 845 -8361
845 462 264
462 207 -4038
207 388 -1113
388 755 -9467
755 120 1418
120 334 424
334 724 -9832
724 127 -68
127 168 -1018
168 899 -8774
899 344 -551
344 866 -3111
866 918 -9072
918 966 -9347
966 293 -2546
293 916 6080
916 580 -6293
580 889 -615
889 905 4593
905 41 -8528
41 734 -8436
734 452 -9055
452 660 8538
660 526 -7658
526 834 -9348
834 170 4520
170 177 -996
177 943 -2078
943 203 -4866
203 85 2455
85 953 -8077
953 914 695
914 358 8210
358 35 189
35 162 -3747
162 631 -3353
631 210 4633
210 219 -5050
219 283 3302
283 45 -9666
45 430 -4486
430 615 -8402
615 880 -8631
880 314 8445
314 267 -4188
267 102 2552
102 814 2612
814 607 -6262
607 266 -8523
266 378 4474
378 715 7915
715 119 -5914
119 408 2619
408 672 -2404
672 604 6032
604 329 -1472
329 461 6009
461 287 -4575
287 533 9377
533 850 -3256
850 379 6956
379 946 -5436
946 383 -8766
383 910 -6138
910 783 1710
783 442 3463
442 159 -3427
159 486 -852
486 851 -3845
851 20 -4024
20 594 8647
594 974 -3351
974 764 -3950
764 822 -363
822 697 -3835
697 450 -4096
450 522 -8450
522 472 673
472 870 -1714
870 37 6136
37 152 -4906
152 609 -4329
609 193 -973
193 691 6069
691 701 -318
701 79 5135
79 789 284
789 719 -8921
719 563 8959
563 723 -5441
723 351 -8587
351 931 8129
931 602 132
602 144 3796
144 730 -5623
730 630 -243
630 390 -7962
390 619 -5375
619 960 1518
960 489 -8162
489 205 -9991
205 643 246
643 795 5857
795 108 2566
108 279 -2280
279 482 -619
482 500 -8397
500 578 -4151
578 800 -5113
800 411 -2559
411 321 4325
321 348 -2543
348 504 -2570
504 662 408
662 256 -7249
256 131 2212
131 849 -9591
849 681 2627
681 509 1223
509 397 -9901
397 811 -5386
811 384 -6293
384 13 -352
13 980 500
980 353 4814
353 659 -8722
659 392 9553
392 597 -7406
597 579 4736
579 885 -9230
885 98 760
98 237 -7805
237 389 -3589
389 646 1913
646 969 671
969 243 -933
243 371 -6382
371 514 8662
514 531 -2083
531 645 -4224
645 320 453
320 632 -4544
632 571 1120
571 449 -5283
449 209 -1603
209 801 5444
801 772 -4695
772 869 -6246
869 787 -3497
787 298 9311
298 776 -7912
776 824 1292
824 38 -7642
38 316 -8788
316 846 -5525
846 861 -8503
861 573 -5422
573 19 -4453
19 62 -3423
62 518 -7809
518 188 -5915
188 635 -9981
635 11 -4636
11 884 5221
884 611 -7608
611 67 -7463
67 395 -6170
395 796 -6190
796 249 -8887
249 773 -6431
773 554 -502
554 788 -2068
788 881 2464
881 493 7493
493 255 -3161
255 8 -2236
8 652 -6125
652 951 -6972
951 277 2601
277 998 -4383
998 233 3094
233 797 -3700
797 100 -5032
100 77 4890
77 557 310
557 673 -6325
673 502 -8483
502 463 2440
463 113 9816
113 588 -1918
588 858 -9727
858 656 -1574
656 24 -9667
24 769 -8484
769 89 -3911
89 87 -5941
87 236 106
236 532 -4451
532 138 -9536
138 54 -3791
54 962 -8155
962 245 1214
245 14 -9565
14 484 1015
484 778 -6974
778 148 -7336
148 381 -8734
381 238 -722
238 629 6783
629 633 6431
633 507 245
507 360 -9760
360 770 -5108
770 777 -2350
777 186 6958
186 473 -2203
473 350 -208
350 855 -5744
855 549 -3906
549 517 9401
517 107 1576
107 230 -6068
230 141 -2918
141 252 9549
252 491 -2000
491 975 -4572
975 968 -9377
968 405 9372
405 726 6823
726 587 -2674
587 821 5171
821 919 -5950
919 529 -4882
529 752 -7500
752 785 8975
785 634 168
634 163 -3407
163 857 5795
857 192 -8038
192 232 -2461
232 926 -9526
926 598 2718
598 140 -1993
140 189 -1794
189 929 1730
929 671 -6248
671 535 -1534
535 746 -1323
746 707 -838
707 782 -3934
782 318 4918
318 906 -7868
906 239 489
239 657 -607
657 109 -1549
109 268 -8898
268 590 -2426
590 744 2947
744 872 -9186
872 242 -7262
242 414 -2296
414 903 -3884
903 528 -8598
528 423 7947
423 623 -7188
623 305 9356
305 678 3062
678 930 5288
930 356 2743
356 372 811
372 278 -5738
278 241 -1877
241 196 -7428
196 891 -23
891 524 -4650
524 544 7621
544 161 -1440
161 863 7943
863 175 444
175 572 -9902
572 172 2749
172 512 -5687
512 422 -8370
422 117 -399
117 727 -4924
727 848 -8440
848 505 -3628
505 315 -5769
315 456 -8954
456 419 -3709
419 558 -1793
558 548 7716
548 520 -9739
520 552 2038
552 467 -4086
467 600 -8650
600 3 -5530
3 301 9198
301 937 -2432
937 214 -2819
214 165 -1062
165 661 -3717
661 567 -417
567 564 -9489
564 497 9437
497 711 -8217
711 337 3131
337 729 -2500
729 625 5454
625 742 8198
742 76 2693
76 911 9156
911 668 9153
668 469 -306
469 459 -7667
459 700 2760
700 82 -1023
82 343 3241
343 803 -1082
803 220 8447
220 354 1914
354 897 5929
897 965 4041
965 879 7082
879 948 -107
948 735 924
735 133 -6755
133 771 -3926
771 263 2213
263 541 -4000
541 339 -5706
339 169 -8592
169 610 4995
610 445 6489
445 362 -4581
362 650 -1291
650 683 -1067
683 465 -1728
465 921 7437
921 649 1611
649 440 372
440 204 7134
204 648 -9980
648 176 -8684
176 958 173
958 774 3929
774 15 7292
15 864 -3759
864 967 -1816
967 65 -8114
65 823 240
823 568 -2210
568 622 -3128
622 412 8896
412 654 -9051
654 895 60
895 790 -3950
790 444 -7825
444 50 4011
50 254 -4305
254 29 3057
29 978 1997
978 96 -8033
96 457 -5559
457 458 -6919
458 257 -7955
257 976 -8492
976 670 -7674
670 481 -5109
481 439 605
439 304 5748
304 720 -2598
720 259 8089
259 306 -5226
306 608 6081
608 553 -7896
553 537 -8117
537 31 -239
31 717 929
717 506 -3339
506 425 3808
425 928 6812
928 149 -3270
149 812 -2565
812 949 2424
949 694 -2290
694 994 -3206
994 793 -2142
793 955 -2862
955 147 -3561
147 550 -3398
550 487 460
487 525 -3406
525 369 443
369 63 -989
63 217 272
217 750 6022
750 234 -9024
234 569 1970
569 106 6571
106 9 -7352
9 498 8198
498 114 5240
114 171 4305
171 947 -3194
947 973 -6985
973 961 9541
961 791 -1815
791 804 1857
804 124 -6273
124 786 134
786 206 -2918
206 323 4851
323 333 7518
333 264 3629
264 151 2624
151 402 -4492
402 413 -8549
413 664 5296
664 6 2596
6 545 8382
545 513 -4837
513 290 -1740
290 748 -4853
748 317 -1616
317 620 5619
620 663 2475
663 60 -6194
60 435 -6544
435 480 4250
480 180 3163
180 599 9482
599 377 1813
377 636 -8510
636 570 -9982
570 86 -1800
86 983 1539
983 84 -536
84 887 5143
887 103 -2016
103 490 -1896
490 565 7850
565 847 -4045
847 302 -215
302 258 2663
258 908 -1862
908 325 9487
325 346 1428
346 745 99
745 971 -8080
971 125 8175
125 703 3914
703 453 126
453 370 -7260
370 534 -1536
534 95 2899
95 917 7186
917 421 5596
421 251 -2594
251 433 -5303
433 784 8448
784 860 -830
860 454 -2471
454 128 1933
128 398 -4809
398 805 1946
805 743 1113
743 474 -8584
474 542 728
542 52 -7469
52 167 -9056
167 253 -8941
253 882 -4328
882 954 -9285
954 4 9134
4 364 -3733
364 809 -1819
809 213 -5320
213 989 -9365
989 441 7519
441 270 -9396
270 342 -6987
342 265 8544
265 198 -4867
198 143 -4934
143 808 3737
808 692 -8921
692 640 6925
640 178 1569
178 854 -3298
854 460 -9756
460 429 -6485
429 424 -9122
424 722 5985
722 240 820
240 758 4858
758 876 -5671
876 185 4821
185 651 3717
651 833 -1737
833 938 6861
938 355 -8131
355 574 -7226
574 865 9804
865 155 -8888
155 799 -838
799 368 -8191
368 311 1702
311 704 8533
704 815 8865
815 276 -3290
276 115 -5366
115 838 1240
838 581 -1423
581 57 -790
57 349 6019
349 762 -679
762 979 1827
979 628 -7793
628 199 -3969
199 310 -9467
310 992 3523
992 322 -2874
322 687 -4422
687 708 -1486
708 593 6814
593 695 9330
695 894 -9669
894 182 578
182 922 -6372
922 647 -1745
647 347 2270
347 680 -4151
680 705 -3760
705 817 -4685
817 883 -558
883 173 -3054
173 997 -1714
997 892 -8652
892 365 -1212
365 58 4894
58 667 -1251
667 33 3434
33 118 -5125
118 780 -3345
780 359 -979
359 915 -2858
915 123 1093
123 341 5829
341 156 5322
156 540 4034
540 896 -910
896 428 -9882
428 223 -2799
223 945 -1653
945 335 2656
335 546 7011
546 271 1186
271 768 -99
768 827 -2281
827 698 185
698 382 -9865
382 521 -8994
521 366 -9354
366 272 -4043
272 740 -3724
740 129 -8978
129 806 5260
806 142 -5572
142 47 -7488
47 940 -723
940 27 8364
27 677 9098
677 324 -205
324 122 -5698
122 739 411
739 432 1305
432 996 -6992
996 244 9002
244 853 -4212
853 749 -7356
749 923 -4523
923 22 2056
22 718 -3890
718 56 -7668
56 539 -2864
539 638 3899
638 852 -7036
852 43 -8389
43 46 6036
46 478 -4548
478 201 -779
201 190 -8025
190 986 -4563
986 289 9019
289 291 5349
291 819 569
819 551 -7216
551 566 -7104
566 810 -9084
810 48 -913
48 559 -3785
559 875 -1482
875 194 -1211
194 807 -4673
807 338 -9588
338 280 -6646
280 642 -3758
642 332 -9923
332 584 -1469
584 665 -1616
665 427 286
427 71 8479
71 878 -1812
878 130 2312
130 641 1627
641 93 -2081
93 767 3753
767 307 703
307 202 6702
202 907 -7328
907 226 -9827
226 618 -552
618 583 -1825
583 714 -9260
714 616 -6650
616 901 -7572
901 674 -747
674 101 2653
101 477 -3251
477 36 16
36 716 -7103
716 519 -3117
519 523 -4132
523 761 -5546
761 288 9337
288 164 -9882
164 66 -4657
66 904 -3753
904 181 -7031
181 466 4901
466 606 -9235
606 451 -1424
451 737 8453
737 464 8862
464 766 -1544
766 154 -5846
154 7 -4222
7 401 1894
401 536 -1501
536 409 -162
409 909 517
909 538 1211
538 292 5349
292 603 -4104
603 999 -324
999 977 -5528
977 964 -5748
964 709 2139
709 5 -20
5 443 -6935
443 614 -1741
614 59 -762
59 216 523
216 134 6352
134 995 7894
995 30 -5066
30 26 -5969
26 285 3431
285 653 -4955
653 693 8108
693 437 -5978
437 228 -9097
228 840 -3017
840 104 1488
104 669 -3864
669 303 -24
303 982 -8543
982 859 -5290
859 53 9833
53 585 -4758
585 225 -8920
225 385 2080
385 150 275
150 605 -4940
605 166 2419
166 836 -5116
836 121 -7276
121 527 970
527 17 -8764
17 68 -7857
68 227 -8396
227 932 -6684
932 972 -2423
972 231 -3734
231 146 -9590
146 511 -3539
511 221 8046
221 802 -6339
802 888 -9425
888 488 -726
488 959 -3691
959 913 5681
913 116 -4333
116 420 -5284
420 273 -56
273 415 7034
415 367 8398
367 197 7591
197 733 -4690
733 284 -7275
284 516 -3174
516 222 -2317
222 34 -2243
34 731 -2099
731 871 1055
871 503 2706
503 357 -3120
357 179 1509
179 327 6383
327 16 -8764
16 816 2265
816 934 4433
934 501 -5356
501 471 -8264
471 829 -5929
829 944 4581
944 639 -9690
639 446 -2316
446 294 331
294 956 -429
956 991 -1343
991 596 -7690
596 153 -3896
153 753 -6513
753 475 -234
475 706 -2756
706 262 3434
262 215 -6251
215 88 -6015
88 2 8129
2 174 1704
174 309 -818
309 447 -6309
447 950 -9559
950 655 -9716
655 713 1934
713 591 1617
591 12 -7777
12 912 -61
912 867 -7519
867 798 9781
798 939 -4996
939 32 9712
32 825 5160
825 229 -1165
229 843 -5461
843 436 -4410
436 300 -1794
300 73 -6425
73 902 1995
902 296 -2986
296 792 -7008
792 375 1645
375 818 2325
818 319 1573
319 69 2125
69 981 -4519
981 637 -4642
637 612 -2206
612 399 -4598
399 10 -9144
10 42 -2401
42 407 -7497
407 417 -8855
417 299 -8106
299 826 -3757
826 494 -5795
494 39 5738
39 40 2705
40 530 2337
530 483 1909
483 828 -478
828 690 -2354
690 70 9051
70 426 820
426 250 -2596
250 582 -4101
582 137 -6938
137 779 -9218
779 763 -2754
763 689 -4683
689 97 -2661
97 135 4151
135 747 2253
747 508 -2341
508 336 1453
336 18 -1034
18 837 9971
837 261 -9661
261 492 1900
492 448 -3910
448 126 -8384
126 158 -8277
158 515 2665
515 877 -7486
877 560 -1010
560 224 1266
224 286 -6213
286 756 8856
756 374 -2198
374 145 7048
145 403 -8639
403 91 4973
91 191 7664
191 576 -9693
576 248 585
248 313 -7221
313 725 8406
725 212 -5997
