745 1247
95 513 -6479
14 385 -9599
560 341 -2106
176 671 -4179
541 157 -9340
380 645 1767
307 277 2839
633 686 -788
386 620 -7866
58 389 -8712
221 726 7246
392 603 3332
297 508 1992
591 287 8329
634 197 -6424
537 234 -6088
599 166 -607
625 420 9231
572 7 -7342
724 390 4916
570 421 -4935
134 427 -1896
375 629 -9146
560 338 8435
144 707 7391
117 47 1229
132 305 -1107
549 526 -7893
35 489 -1570
33 356 -5874
498 232 5172
146 544 -4379
200 562 -4798
702 212 5379
648 14 1338
335 313 2857
472 299 6538
408 487 6243
308 8 -7020
450 79 -8762
671 493 -9206
479 551 128
256 556 -6777
10 123 4855
676 28 -5215
297 715 -8996
402 218 2040
127 594 2915
367 112 9191
583 659 -5212
650 521 -891
729 535 95
295 233 -9199
508 499 2794
278 313 3013
464 580 343
390 672 6885
419 101 -8715
706 288 -5399
346 594 -9298
161 570 1988
544 670 -3790
265 410 7323
517 72 6722
307 79 -7494
398 154 -2827
395 724 -7662
496 395 6002
633 409 -694
64 253 -297
335 582 -8751
108 744 -8546
515 248 -6266
241 557 9891
85 448 -5790
671 549 -9167
164 632 -2683
372 226 450
275 184 6287
262 649 4090
366 715 461
312 221 -7734
451 585 9838
172 19 -4872
63 617 -9529
5 69 497
448 214 -4259
337 737 9520
256 126 4204
23 414 -719
5 629 1297
483 523 4728
554 126 5648
48 499 4135
194 505 -2418
51 64 4425
213 374 -6226
4 717 -3929
691 315 -5897
605 362 -6550
37 111 -9059
555 478 -3466
555 683 -6455
427 541 -5030
217 732 7188
596 436 7189
661 44 -5572
271 39 -3583
556 223 705
743 418 -6368
151 435 4485
694 368 -4250
2 590 -172
395 248 -2892
338 610 -7420
587 276 4619
81 455 -3168
723 400 3258
611 561 -8029
75 1 9981
583 387 8864
49 347 1987
131 743 -7267
632 642 736
665 233 6307
294 119 -2481
682 349 6150
740 518 -9051
51 719 -6089
153 321 -7330
251 648 8900
433 279 -3789
454 159 -5018
25 546 -3562
631 218 -167
3 365 4709
43 382 -6052
669 744 8949
386 392 7160
635 720 9568
77 443 -2375
141 619 2828
548 672 8862
69 151 -5979
510 40 477
400 539 5068
731 555 -5863
355 372 5981
331 506 4203
207 113 8432
741 566 -1302
328 602 3555
687 365 6941
233 530 6486
632 705 -8277
668 33 -1903
97 489 2425
344 516 -8701
505 627 -2716
491 373 6328
294 587 -5615
468 519 -2119
82 149 -1942
320 80 8106
454 198 -3472
262 178 4425
474 315 -5863
423 428 -8596
223 441 -6624
434 323 2409
330 224 -5248
57 493 -8942
81 707 2320
565 123 -4372
366 699 5709
396 83 -7158
480 311 2158
374 302 -7789
617 666 369
659 738 -559
577 424 -1536
389 400 -1312
311 667 6978
268 357 -117
595 285 1074
412 628 -9828
743 512 -9855
659 259 8990
95 503 -5978
295 407 -4279
547 636 9309
574 487 8404
259 389 3226
302 35 2928
507 517 1971
433 318 5767
622 259 -7760
737 177 -9180
236 345 4548
308 253 -6396
206 489 1390
712 30 5123
503 426 8615
10 483 -5523
585 446 -9409
582 421 -5064
612 425 -4619
346 679 3963
332 612 -8819
95 385 -5081
534 740 -3798
276 186 8040
360 245 -2940
144 559 2007
528 287 -8070
570 124 -3580
298 196 -9536
533 82 753
131 76 8940
130 146 -1592
564 640 2685
536 709 -3657
74 525 -5393
409 662 -7167
350 738 -4975
231 725 -656
414 15 94
19 672 8641
573 14 -9655
96 194 -8739
316 158 3214
524 167 -2331
153 674 -9527
199 503 4952
598 313 9218
675 571 6221
265 588 -194
540 738 -1034
672 610 -7705
460 652 -3055
78 351 420
564 298 9883
330 116 5622
40 380 -2373
492 389 8997
494 221 -8318
608 71 -7261
430 72 -1570
497 718 -9123
645 349 -3751
384 722 -1891
291 255 4156
70 534 -8442
254 69 -5963
459 547 -370
545 382 -6913
560 209 -9063
562 125 -1020
239 179 -9054
384 694 -1016
450 261 -9369
627 217 6698
611 78 6351
458 555 -2230
189 226 9673
671 665 73
743 607 6094
196 135 5502
185 585 8892
332 261 1247
553 629 4929
177 634 -834
67 620 9310
280 447 -5895
659 661 -8324
614 620 -3130
71 173 -5157
151 104 6320
13 398 -7353
545 428 -1007
369 63 -5361
155 431 4993
537 709 -3283
316 647 -3149
313 572 5354
422 79 4989
712 315 4886
426 309 447
476 553 -1320
593 394 -6005
480 598 -7892
426 551 1870
172 693 4447
68 572 3392
519 163 -5768
256 369 -4107
405 433 4594
286 710 -1025
4 460 -2159
639 290 4344
71 647 -1661
143 379 -9383
131 704 -4175
62 197 -4188
241 479 3851
452 644 4906
740 63 -3520
248 80 -2755
210 39 6731
721 515 9839
682 632 -1038
134 734 -1000
546 736 -9362
68 596 5630
60 451 -7108
323 137 -76
161 410 -9658
65 61 693
461 291 4948
624 45 4006
23 742 -7467
94 115 -3137
199 410 222
358 283 5181
184 644 -5295
543 433 -7083
424 205 -8803
73 112 1834
110 176 -2591
286 611 460
113 432 -7883
544 159 7584
545 249 -9798
448 209 -8769
646 419 1587
322 91 9886
133 673 -3398
533 108 -87
599 26 1206
744 40 -6960
313 73 8354
6 612 -8532
332 617 3054
663 589 7154
134 599 4328
3 147 7116
342 283 3825
626 19 9618
125 461 -5642
735 46 7959
693 296 8451
605 368 -9329
207 687 -6661
62 258 369
9 532 -9006
218 548 -388
708 574 -4118
372 56 -7837
215 470 5648
77 343 -6796
70 396 6851
528 118 -6360
254 256 5644
138 601 -7130
142 366 8096
524 326 2555
228 208 -7120
56 5 2198
363 654 6689
453 444 -2932
318 308 6091
4 160 1359
304 741 -5032
195 631 5754
645 673 354
629 396 -29
440 319 -2280
428 401 8723
222 455 -4234
247 341 -5013
123 403 6799
550 33 8909
34 259 -1907
219 252 5163
138 501 8504
478 457 -2388
579 684 -808
615 385 -1328
255 586 -5987
28 35 3328
20 212 -9954
447 190 -4574
272 368 8213
230 253 -2057
40 329 4204
592 482 -9336
534 499 -2801
683 523 -635
606 609 -5564
239 58 -8625
393 75 -203
619 428 -5375
36 216 -9566
227 721 2116
633 659 -6608
417 406 -7450
571 106 -9643
32 614 1781
501 388 9393
425 220 31
460 392 4033
642 653 -2100
223 673 -1376
156 728 976
708 211 -9366
447 590 -9989
8 492 -8008
313 495 2002
404 131 -1354
494 194 -1318
97 418 6702
646 556 -6077
215 655 919
630 328 1734
664 683 -6645
204 323 3107
260 222 2645
294 404 4241
560 156 4251
39 557 -8249
399 29 5044
737 58 -6144
26 274 8174
426 479 -8847
699 91 -7403
454 383 -1963
40 319 2009
462 105 -2973
48 190 -3379
371 274 4723
63 379 -5516
673 477 938
13 183 -7000
485 1 -6964
644 226 2355
487 569 -3092
338 288 -3102
418 473 5561
347 422 4336
502 305 7262
269 663 2250
112 249 -1225
537 195 3107
302 653 -3225
673 517 -1145
83 2 -6826
419 269 -9303
619 162 9184
645 169 4874
66 469 9686
701 349 -2443
231 154 5118
335 707 -2441
314 240 3890
147 553 -9369
490 419 5530
327 567 -9995
300 658 -5337
20 596 -9240
41 234 9664
4 443 6766
179 696 8753
329 435 4698
464 336 1650
503 580 -3891
136 659 7889
268 268 -7924
534 193 4763
147 732 1769
388 167 9970
533 250 -7375
225 719 7428
274 637 1959
302 694 896
168 425 3956
713 442 -9980
24 485 8504
511 4 -1391
161 111 5223
263 126 6536
612 322 3864
180 276 -4103
102 613 6981
211 491 180
268 514 -1103
350 527 -6460
489 412 -7458
415 226 -3053
726 331 -855
694 695 345
361 514 1154
273 147 6255
121 114 -7529
235 281 1635
231 523 8297
685 229 2687
256 18 -4138
156 672 2762
363 523 3435
326 202 7913
484 398 4194
256 367 -794
280 135 -9483
629 484 -3153
578 192 8791
226 57 9806
342 511 1536
537 378 -2892
120 232 -1422
650 440 -5292
482 278 -1524
262 350 -4159
5 7 1647
364 417 4587
291 491 3952
709 478 -7036
667 408 -9963
376 527 -7318
376 295 5844
283 24 4910
34 598 -4435
153 263 6248
628 226 6258
706 281 7906
326 418 9485
585 468 -1052
156 439 -9894
94 368 -5119
267 576 3825
556 567 -9225
112 729 -6359
180 420 5042
78 483 -2815
303 711 7051
385 431 -1772
356 734 -9819
651 501 -7173
367 460 -6929
700 238 -303
583 508 6802
80 654 1857
737 728 5959
448 662 8566
357 5 8087
593 704 9321
543 236 -9720
714 286 1461
513 478 -5188
387 706 6023
307 277 9005
215 96 9035
651 92 9235
172 640 -6123
4 488 6350
164 269 -9297
59 665 1035
44 69 -2388
541 517 4084
456 546 -8482
533 741 -621
468 527 624
56 369 -2143
340 634 1466
706 633 -9854
512 52 7815
450 521 5100
494 203 2538
19 519 2404
23 49 3210
285 175 1080
661 524 -6149
90 470 -6826
10 146 -4825
276 346 4657
579 237 -9838
392 272 4576
103 85 7042
94 66 312
223 311 -5940
193 75 -7624
386 340 -4046
442 249 8007
8 654 7174
321 115 -9950
141 17 7757
651 136 -2562
327 74 -9315
697 176 -2627
436 492 723
171 495 8247
703 289 -9518
222 374 7637
480 297 -4051
554 349 2751
534 743 7245
569 595 -7464
260 510 -2784
254 296 2759
590 201 -3212
704 530 8800
516 593 8145
112 325 7025
169 433 -9026
450 241 -4385
261 557 -564
273 319 -9088
617 36 -5502
318 624 -3080
420 213 4034
84 487 -5168
56 145 -2133
608 308 7622
6 580 3001
718 596 -6997
91 27 -8114
61 673 7800
488 73 9940
89 81 -884
18 204 -6041
432 263 -6035
672 612 6750
302 524 -9549
435 428 1513
469 304 1425
353 231 8553
420 275 -2988
331 84 -7127
216 24 -3168
650 388 590
407 221 7248
247 629 885
252 119 4968
287 453 -5100
549 413 6915
436 158 9604
740 136 -1178
685 491 -398
257 240 -7352
268 172 9369
190 312 7047
132 88 -1421
285 85 6802
114 126 -9443
673 692 -2174
696 568 4392
712 414 5118
394 192 1359
371 264 3238
330 207 -7774
609 320 -6201
153 112 -156
722 478 -6835
167 572 7687
280 40 -2473
644 58 -4312
449 601 -7175
568 591 6251
460 163 5008
266 676 1812
384 92 2969
644 555 7195
489 164 3598
123 401 1294
706 280 6817
528 480 9808
634 562 -429
217 278 -160
698 62 -7193
632 517 4700
511 505 5599
693 586 -868
169 600 7196
495 118 -1977
669 675 1994
446 602 -8626
340 705 -4420
52 296 -8584
386 720 3289
442 347 338
738 514 -2570
330 108 5477
603 727 6713
682 382 -778
705 711 2643
70 250 -409
209 28 4115
53 336 645
189 372 4234
546 69 5920
183 269 3919
278 78 -918
612 447 6192
567 496 353
469 427 -5347
470 114 -8954
116 669 -9429
259 320 -1742
719 21 6628
283 265 3345
728 263 -7103
442 193 7816
586 80 -6688
39 297 4709
517 296 -84
215 630 -1223
660 587 -1004
511 442 1120
596 536 8788
10 604 9430
85 727 4268
93 634 136
382 225 -8244
467 502 -384
521 298 5897
586 492 -5465
186 444 -4621
283 2 2583
204 41 -7332
330 6 587
564 735 8359
140 256 -6501
44 352 3738
461 332 -8731
729 702 -2939
617 545 -2549
698 250 1072
383 569 9735
734 348 -7232
43 660 4709
237 144 -7472
438 720 -6657
404 577 -272
700 298 6103
44 223 7148
141 385 3582
116 223 -1927
663 379 6310
625 633 9207
663 18 2160
487 341 662
146 202 -2151
538 76 2617
291 643 -1373
491 582 7909
31 170 3632
641 139 2204
118 305 -209
375 241 9667
209 659 844
392 433 -6547
126 622 -3723
319 353 8218
379 424 3994
697 415 7269
311 513 6520
110 435 1448
119 397 9937
420 52 1321
45 524 3512
74 18 -9747
504 241 -7324
682 669 4533
263 395 -5376
713 432 -751
743 600 774
695 15 6277
566 266 9796
183 237 4843
661 276 -4845
384 378 -3162
660 458 -1577
91 239 9733
652 141 -9848
624 332 -9288
82 168 246
493 688 7892
606 422 5573
320 482 9300
53 67 559
168 259 9112
242 550 2618
168 130 4549
296 579 5043
540 648 -2856
485 512 1466
10 703 -9870
224 449 -5458
658 680 536
503 595 3319
10 679 -8317
719 429 5097
599 535 188
89 329 4743
392 460 -7288
610 658 3537
323 342 2723
155 597 -2896
635 84 -2314
102 670 -6041
553 717 -6287
207 402 8911
701 378 -1087
415 666 -4601
524 313 9839
99 86 -6118
350 509 -1259
338 685 -4009
296 540 -5978
109 620 -7450
231 686 3658
202 409 -6031
615 249 2633
271 717 214
427 349 -8155
166 335 773
182 585 -1216
114 375 -956
522 219 753
745 729 6610
94 200 -9177
92 299 -2829
227 429 6254
279 185 -6232
32 669 46
284 248 2551
511 490 9949
620 284 7994
55 411 6724
254 266 4433
205 375 -3828
479 664 3244
419 332 8487
474 15 235
300 687 5268
735 306 142
213 613 -9867
659 551 -9359
109 51 -5296
36 147 3425
283 290 8930
240 420 -9261
127 728 4571
152 109 8717
