1500 9758
1037 29 -9472
29 1457 -3732
1457 1385 -3874
1385 482 -1723
482 183 -757
183 353 -6681
353 1145 -6234
1145 670 -5548
670 269 -4674
269 1032 -8431
1032 1356 -8669
1356 1485 -609
1485 278 -2107
278 62 -7900
62 579 -9947
579 206 -7656
206 88 -1109
88 646 -867
646 893 -1627
893 1016 -9116
1016 1286 -7952
1286 489 -4864
489 1047 -1031
1047 604 -9294
604 754 -2023
754 1069 -9958
1069 640 -4312
640 193 -180
193 128 -8104
128 463 -2712
463 772 -9266
772 1470 -7668
1470 900 -7058
900 270 -5578
270 1042 -1950
1042 53 -8671
53 8 -4178
8 822 -4534
822 948 -4793
948 1169 -2879
1169 586 -3260
586 924 -3213
924 362 -1600
362 1076 -9007
1076 797 -138
797 378 -9284
378 1393 -3913
1393 377 -9469
377 867 -2838
867 3 -4523
3 935 -1553
935 170 -817
170 1429 -1736
1429 471 -9452
471 1334 -376
1334 161 -8523
161 1117 -9375
1117 613 -9961
613 1123 -7468
1123 807 -1759
807 545 -4400
545 144 -5251
144 481 -8520
481 635 -6112
635 435 -1856
435 357 -6682
357 1268 -1884
1268 516 -6685
516 1065 -7874
1065 1396 -9623
1396 1211 -9769
1211 1246 -6574
1246 714 -5904
714 225 -4043
225 1239 -7700
1239 351 -8877
351 10 -8058
10 1233 -9783
1233 925 -3110
925 774 -8309
774 1411 -1936
1411 619 -3945
619 880 -9493
880 871 -8253
871 1011 -5151
1011 1370 -7418
1370 730 -4470
730 226 -7794
226 137 -974
137 852 -4744
852 1323 -7741
1323 130 -6101
130 58 -3462
58 1097 -8644
1097 1292 -7930
1292 129 -4410
129 1151 -3988
1151 1132 -7867
1132 250 -7476
250 1070 -6172
1070 914 -9038
914 745 -8790
745 540 -9683
540 363 -2881
363 1353 -135
1353 1114 -8001
1114 395 -927
395 140 -1218
140 1028 -212
1028 133 -4781
133 710 -9355
710 581 -3304
581 451 -8987
451 626 -3652
626 725 -5839
725 100 -7590
100 589 -3198
589 1134 -8336
1134 385 -4696
385 1266 -9224
1266 342 -7803
342 1166 -4235
1166 1261 -3761
1261 99 -1887
99 1248 -6594
1248 387 -2932
387 1063 -8559
1063 1333 -9482
1333 1341 -5572
1341 381 -3511
381 582 -2942
582 343 -7365
343 898 -6014
898 877 -6042
877 139 -4317
139 1490 -4257
1490 20 -7625
20 1422 -9559
1422 553 -1819
553 723 -2391
723 1136 -6559
1136 107 -2365
107 682 -190
682 567 -5324
567 549 -5950
549 979 -646
979 860 -3096
860 55 -5892
55 1410 -333
1410 199 -647
199 709 -9241
709 1269 -3911
1269 1081 -1152
1081 324 -3610
324 507 -1810
507 404 -3157
404 1235 -6251
1235 1204 -7019
1204 536 -2735
536 1253 -8921
1253 908 -7336
908 1229 -8773
1229 686 -9075
686 1337 -5854
1337 262 -3834
262 1456 -5322
1456 814 -4721
814 974 -7670
974 934 -2046
934 939 -7365
939 662 -1326
662 2 -8579
2 820 -9285
820 221 -561
221 1395 -9961
1395 1484 -6988
1484 833 -9554
833 1263 -5478
1263 1219 -1414
1219 42 -7280
42 87 -4932
87 77 -8263
77 361 -9246
361 223 -9159
223 674 -8146
674 1365 -1597
1365 590 -4743
590 733 -6541
733 747 -1579
747 668 -6977
668 767 -8515
767 1227 -2063
1227 1188 -7546
1188 287 -5132
287 1369 -9849
1369 1029 -9826
1029 722 -6985
722 1168 -2208
1168 330 -438
330 1479 -9062
1479 643 -5677
643 560 -4691
560 1493 -818
1493 1386 -9631
1386 923 -2796
923 854 -6255
854 848 -3203
848 562 -7117
562 573 -7902
573 1251 -2251
1251 837 -291
837 241 -4001
241 460 -362
460 1073 -3960
1073 1024 -2656
1024 1208 -1247
1208 518 -684
518 1376 -4939
1376 26 -1368
26 468 -1266
468 389 -6711
389 1310 -6046
1310 1375 -753
1375 141 -9986
141 68 -5839
68 496 -3782
496 391 -4122
391 1182 -55
1182 760 -9412
760 374 -9442
374 525 -9508
525 551 -5051
551 1015 -6639
1015 90 -57
90 282 -5471
282 580 -9681
580 1450 -2652
1450 1332 -9041
1332 1487 -9556
1487 1267 -6281
1267 855 -1100
855 1275 -5855
1275 60 -2406
60 758 -3663
758 584 -8376
584 983 -450
983 340 -376
340 929 -3735
929 960 -7572
960 1244 -9470
1244 1052 -9837
1052 1358 -7449
1358 1127 -4170
1127 961 -4634
961 1085 -7267
1085 1153 -9981
1153 1041 -6626
1041 899 -537
899 497 -7325
497 1242 -981
1242 1416 -1747
1416 359 -9706
359 1157 -1235
1157 1126 -5069
1126 92 -5051
92 315 -8303
315 293 -6411
293 120 -996
120 480 -9407
480 1352 -141
1352 1131 -3316
1131 70 -8488
70 1430 -3394
1430 990 -1960
990 504 -9783
504 1482 -3699
1482 412 -8485
412 154 -381
154 903 -2877
903 539 -8088
539 1272 -4083
1272 1250 -3501
1250 390 -415
390 966 -6732
966 596 -4234
596 304 -317
304 1381 -2672
1381 1486 -1077
1486 703 -154
703 685 -6463
685 1124 -843
1124 1491 -8565
1491 405 -4077
405 1428 -2846
1428 15 -8956
15 953 -3683
953 878 -7947
878 1217 -9516
1217 1160 -4112
1160 281 -1198
281 1361 -9227
1361 1221 -716
1221 1307 -8348
1307 611 -2257
611 1413 -3800
1413 757 -7024
757 135 -4863
135 112 -6901
112 493 -8586
493 749 -5265
749 575 -823
575 1174 -3049
1174 1495 -9633
1495 7 -4432
7 1366 -9316
1366 1465 -9955
1465 1494 -5568
1494 602 -7839
602 487 -4544
487 1225 -8517
1225 576 -9742
576 671 -3406
671 858 -8170
858 230 -6894
230 752 -411
752 24 -7575
24 928 -8966
928 866 -5510
866 905 -1589
905 169 -2874
169 838 -6692
838 729 -503
729 620 -1577
620 384 -6327
384 1499 -9779
1499 1135 -7852
1135 216 -4408
216 916 -1053
916 902 -2196
902 335 -8651
335 322 -8799
322 85 -6549
85 1115 -1678
1115 1137 -8035
1137 450 -6709
450 930 -4910
930 680 -6566
680 1175 -6709
1175 946 -9060
946 432 -9111
432 454 -27
454 303 -9282
303 721 -4550
721 473 -9535
473 66 -2148
66 1090 -952
1090 603 -4213
603 834 -8078
834 234 -9896
234 641 -5837
641 403 -3617
403 420 -31
420 1256 -7153
1256 1236 -1720
1236 461 -4304
461 888 -2468
888 1259 -5697
1259 1311 -3442
1311 642 -8680
642 1067 -4840
1067 777 -8448
777 1206 -8000
1206 434 -1468
434 988 -8387
988 1423 -4171
1423 650 -2509
650 588 -9800
588 12 -3905
12 1264 -2604
1264 177 -5786
177 755 -7821
755 964 -4911
964 1392 -9226
1392 756 -6566
756 531 -8508
531 246 -5499
246 800 -1567
800 1035 -12
1035 72 -8403
72 1095 -7401
1095 1094 -7804
1094 1362 -4464
1362 510 -1977
510 455 -1733
455 356 -606
356 402 -3016
402 93 -1945
93 1212 -9036
1212 1328 -3758
1328 1098 -7242
1098 138 -9313
138 1462 -2729
1462 1475 -3466
1475 1445 -2745
1445 1305 -7320
1305 927 -8258
927 1439 -9988
1439 541 -6608
541 1314 -7538
1314 1027 -1167
1027 610 -8286
610 1021 -7499
1021 552 -3348
552 1377 -1486
1377 48 -6275
48 622 -2537
622 146 -4150
146 778 -3800
778 1187 -9030
1187 526 -1474
526 732 -2588
732 1173 -4065
1173 657 -2778
657 846 -168
846 666 -451
666 495 -6738
495 1053 -5348
1053 1409 -7919
1409 1276 -4028
1276 889 -327
889 200 -1810
200 808 -3677
808 585 -5914
585 1380 -4313
1380 208 -6442
208 699 -4353
699 415 -4844
415 651 -7417
651 942 -3155
942 805 -2211
805 832 -8858
832 1083 -7233
1083 1088 -8277
1088 997 -287
997 623 -2129
623 1313 -9483
1313 1357 -3808
1357 317 -3874
317 1452 -7085
1452 1344 -2191
1344 331 -3086
331 812 -865
812 521 -5833
521 591 -5454
591 1304 -1704
1304 40 -7932
40 284 -7591
284 457 -7359
457 842 -6249
842 1289 -5318
1289 76 -1232
76 911 -3341
911 1108 -7269
1108 527 -610
527 1471 -7324
1471 30 -8270
30 1488 -4216
1488 488 -9645
488 272 -912
272 845 -4914
845 308 -5119
308 1022 -174
1022 508 -233
508 764 -3424
764 22 -5959
22 841 -3487
841 1180 -4571
1180 1222 -1184
1222 142 -2952
142 1245 -7929
1245 675 -3224
675 187 -4744
187 1078 -8864
1078 716 -769
716 1046 -1121
1046 595 -8888
595 251 -7200
251 727 -1717
727 382 -3327
382 1055 -6693
1055 1125 -8599
1125 184 -8389
184 1014 -3695
1014 577 -1174
577 959 -512
959 989 -3185
989 14 -9295
14 115 -8529
115 1364 -5741
1364 1141 -5271
1141 617 -7387
617 458 -3571
458 1110 -4128
1110 56 -7562
56 1004 -9511
1004 738 -1842
738 1415 -5758
1415 122 -722
122 430 -3307
430 601 -7107
601 1294 -1636
1294 5 -9335
5 827 -1552
827 1483 -779
1483 1072 -1909
1072 719 -1899
719 783 -893
783 627 -6087
627 1437 -7608
1437 1398 -7226
1398 153 -7889
153 427 -5850
427 1009 -9797
1009 1476 -9507
1476 259 -1007
259 428 -7930
428 117 -8714
117 731 -9987
731 1282 -9579
1282 963 -8106
963 1461 -3151
1461 290 -471
290 1192 -7286
1192 1184 -9541
1184 734 -9695
734 1347 -8719
1347 743 -6539
743 1140 -912
1140 1480 -8049
1480 542 -3745
542 1167 -4889
1167 1230 -8334
1230 810 -3514
810 696 -6163
696 491 -9661
491 615 -5936
615 1064 -2643
1064 360 -7558
360 21 -9813
21 180 -8707
180 554 -8074
554 476 -9139
476 1447 -9046
1447 678 -5031
678 876 -7659
876 1119 -2568
1119 705 -2216
705 1059 -8273
1059 890 -7547
890 1339 -1344
1339 1296 -1767
1296 261 -5264
261 1435 -2392
1435 1162 -2612
1162 372 -1385
372 991 -1681
991 174 -9826
174 1297 -8659
1297 639 -2543
639 1223 -4306
1223 1086 -5320
1086 1101 -6899
1101 433 -5324
433 740 -6951
740 625 -740
625 1241 -8230
1241 915 -7143
915 1345 -6639
1345 229 -6372
229 1143 -6411
1143 1000 -929
1000 1378 -5571
1378 426 -9470
426 210 -8346
210 401 -8709
401 1120 -9684
1120 1118 -2113
1118 826 -2365
826 23 -7523
23 219 -7875
219 712 -5643
712 1170 -6559
1170 1387 -2524
1387 1026 -9053
1026 83 -8127
83 1351 -1654
1351 636 -8843
636 965 -8781
965 1301 -3795
1301 125 -4145
125 1044 -9048
1044 829 -2016
829 1441 -4940
1441 676 -2656
676 1407 -7309
1407 1291 -1143
1291 167 -9496
167 392 -4327
392 423 -7733
423 231 -95
231 150 -512
150 766 -9713
766 228 -5048
228 1367 -4369
1367 870 -2234
870 121 -4708
121 326 -8023
326 1196 -1577
1196 67 -5199
67 684 -6281
684 1199 -4888
1199 665 -8503
665 912 -1203
912 305 -8376
305 192 -4353
192 748 -4840
748 126 -6060
126 365 -2918
365 1238 -1046
1238 937 -8498
937 692 -6601
692 1113 -910
1113 659 -657
659 69 -4818
69 954 -9155
954 1154 -6081
1154 82 -228
82 1316 -4566
1316 292 -4464
292 1202 -9454
1202 1178 -7168
1178 735 -4298
735 863 -2893
863 417 -6848
417 565 -6899
565 921 -5492
921 824 -4232
824 859 -2603
859 310 -9508
310 103 -7726
103 1363 -9374
1363 313 -1524
313 1039 -7887
1039 1330 -4631
1330 631 -921
631 945 -9588
945 176 -7296
176 1051 -8777
1051 1203 -7848
1203 300 -4315
300 865 -6063
865 1048 -8424
1048 1427 -2812
1427 630 -3668
630 844 -2272
844 895 -1504
895 1082 -7863
1082 1400 -9294
1400 1148 -5688
1148 470 -9740
470 780 -1588
780 1290 -7588
1290 152 -2560
152 1432 -791
1432 1075 -3460
1075 717 -1489
717 474 -5130
474 728 -9267
728 1320 -126
1320 742 -9846
742 885 -8756
885 498 -8699
498 513 -1973
513 11 -8968
11 667 -7855
667 506 -5129
506 933 -9991
933 96 -3658
96 124 -7231
124 533 -2263
533 1325 -7257
1325 1130 -6350
1130 853 -8657
853 1355 -3319
1355 1061 -7189
1061 9 -8875
9 1102 -7406
1102 1205 -7186
1205 350 -3071
350 1394 -8077
1394 645 -9219
645 795 -9121
795 618 -8074
618 255 -9984
255 341 -1324
341 1308 -1901
1308 1071 -7038
1071 708 -3740
708 1093 -3380
1093 397 -4888
397 1399 -8614
1399 711 -3230
711 233 -8894
233 1164 -4152
1164 240 -2444
240 887 -1002
887 706 -49
706 753 -6039
753 1002 -2100
1002 44 -5795
44 1003 -342
1003 813 -8556
813 1302 -2937
1302 1155 -4886
1155 532 -5810
532 36 -5111
36 672 -1290
672 1226 -9194
1226 171 -7107
171 1036 -4992
1036 1201 -4435
1201 653 -809
653 901 -3034
901 314 -2333
314 950 -6860
950 232 -8571
232 1298 -1181
1298 715 -742
715 97 -8866
97 84 -7991
84 27 -6442
27 1274 -1481
1274 43 -8583
43 349 -4058
349 1389 -1659
1389 977 -6221
977 563 -5115
563 249 -3684
249 804 -6413
804 182 -7799
182 108 -7736
108 486 -7414
486 393 -4191
393 436 -6158
436 1139 -8415
1139 1224 -3915
1224 823 -5659
823 765 -128
765 336 -5173
336 592 -9033
592 1122 -5494
1122 1074 -1602
1074 388 -3723
388 299 -2919
299 523 -4344
523 872 -3400
872 770 -4912
770 408 -7021
408 556 -5690
556 32 -3976
32 1319 -760
1319 371 -9533
371 1057 -1332
1057 511 -5344
511 197 -1258
197 168 -7075
168 1210 -6322
1210 54 -3361
54 1262 -7498
1262 1442 -5661
1442 690 -1114
690 191 -8019
191 1255 -7579
1255 444 -4443
444 599 -5568
599 202 -4359
202 445 -2099
445 956 -1718
956 358 -8563
358 687 -1866
687 1464 -157
1464 1161 -3473
1161 1006 -2528
1006 494 -4479
494 605 -3120
605 781 -7969
781 654 -1507
654 883 -6282
883 968 -464
968 131 -5212
131 289 -8717
289 323 -6285
323 1189 -488
1189 185 -707
185 1473 -1753
1473 794 -9939
794 143 -8053
143 419 -8768
419 369 -765
369 744 -9278
744 677 -914
677 78 -5406
78 985 -2241
985 938 -7009
938 492 -1878
492 1318 -6251
1318 256 -5409
256 1172 -8765
1172 655 -46
655 376 -3007
376 207 -4340
207 479 -3757
479 793 -6058
793 248 -7642
248 1008 -8472
1008 456 -4641
456 980 -6920
980 211 -415
211 786 -2340
786 1207 -9339
1207 564 -243
564 614 -4770
614 302 -9964
302 274 -5899
274 478 -9627
478 1373 -7524
1373 1492 -8098
1492 348 -3131
348 1424 -7186
1424 239 -7369
239 522 -402
522 987 -9531
987 947 -9866
947 816 -9518
816 695 -4570
695 297 -1178
297 442 -9376
442 288 -6717
288 1500 -9420
1 66 -3440
66 824 -149
824 1253 -2687
1253 1096 -4835
1096 751 -5594
751 74 -2620
74 56 -5766
56 356 -6427
356 1434 -8830
1434 811 -2927
811 378 -8018
378 1220 -2018
1220 213 -8954
213 1425 -2383
1425 1259 -8181
1259 181 -4836
181 205 -7555
205 1337 -912
1337 1413 -8000
1413 207 -2717
207 1182 -5708
1182 17 -4103
17 1467 -6354
1467 238 -7837
238 335 -7893
335 61 -4646
61 556 -8711
556 191 -1270
191 245 -6996
245 315 -1929
315 692 -3613
692 922 -9194
922 966 -6069
966 1026 -2894
1026 1050 -3862
1050 538 -8246
538 1345 -7538
1345 504 -7319
504 1303 -8111
1303 443 -7485
443 590 -1697
590 631 -8464
631 574 -3923
574 55 -3221
55 1417 -5184
1417 1243 -9935
1243 1473 -1215
1473 915 -322
915 686 -9121
686 1384 -1407
1384 1466 -548
1466 764 -9205
764 47 -7446
47 506 -3596
506 136 -2416
136 655 -9619
655 58 -3596
58 125 -9420
125 885 -1353
885 786 -6149
786 1242 -4999
1242 1015 -5138
1015 1148 -9519
1148 1035 -3779
1035 222 -4434
222 758 -82
758 1361 -8911
1361 364 -3344
364 571 -7875
571 487 -6019
487 1193 -5367
1193 182 -9237
182 157 -9601
157 816 -1369
816 774 -4573
774 864 -9645
864 243 -7382
243 1396 -8526
1396 870 -4302
870 251 -5524
251 1094 -4066
1094 329 -8469
329 445 -3736
445 1223 -9375
1223 1170 -4102
1170 266 -8109
266 1014 -8999
1014 151 -5850
151 548 -1740
548 265 -9493
265 358 -5313
358 669 -1589
669 206 -7783
206 1164 -4165
1164 1436 -4272
1436 1132 -9516
1132 8 -6702
8 464 -3479
464 579 -7731
579 1031 -7785
1031 560 -2056
560 426 -6952
426 643 -1876
643 543 -8763
543 1127 -343
1127 1025 -5137
1025 843 -5751
843 122 -5747
122 973 -8452
973 572 -8484
572 395 -7192
395 1358 -226
1358 1270 -2703
1270 236 -3592
236 959 -3811
959 960 -7365
960 954 -5076
954 852 -7411
852 1378 -5840
1378 1081 -1900
1081 232 -2493
232 1300 -7243
1300 392 -3573
392 102 -446
102 597 -9658
597 1257 -27
1257 371 -3866
371 287 -9166
287 326 -3633
326 234 -2614
234 1458 -7386
1458 1475 -2185
1475 501 -8966
501 131 -6957
131 1379 -2767
1379 569 -5255
569 1260 -8154
1260 84 -5489
84 52 -411
52 252 -7246
