100 9900
1 100
94 1 105
99 29 952
1 7 66
25 31 771
40 81 743
21 96 365
93 28 372
43 28 723
88 54 851
7 21 478
76 20 759
77 78 685
68 67 275
34 25 243
41 73 446
21 24 660
27 51 752
82 74 977
91 76 164
45 17 178
94 7 116
90 82 892
24 9 663
87 82 724
4 76 523
29 4 747
41 3 337
71 100 567
37 30 931
52 99 477
39 33 119
11 3 715
34 65 347
24 15 140
71 90 557
6 33 936
31 64 992
7 59 754
40 86 344
60 28 49
44 51 762
2 12 854
60 59 814
87 19 956
8 65 632
53 8 843
16 70 167
81 59 90
41 6 898
76 91 477
54 21 256
88 44 385
69 8 46
5 9 499
94 20 55
68 95 27
9 12 90
24 67 546
67 65 350
37 94 443
45 77 731
35 59 932
90 42 475
46 52 932
96 70 273
34 69 136
64 7 284
99 76 144
35 90 221
99 38 527
4 40 130
16 68 861
40 1 950
33 98 440
42 63 115
56 42 122
81 10 93
35 24 456
9 71 489
95 61 520
90 78 186
96 97 518
27 68 732
72 44 192
80 13 968
31 56 779
99 6 345
66 42 124
51 83 476
62 53 276
48 61 872
85 11 870
10 89 513
84 37 638
43 85 712
3 21 436
83 25 952
24 44 705
4 9 515
3 56 464
30 2 173
40 99 114
10 93 800
98 9 973
57 55 738
33 9 87
38 87 801
79 30 461
67 9 254
8 11 917
39 98 512
19 91 153
73 51 416
28 38 889
58 87 3
89 39 445
48 40 534
90 96 140
44 25 515
56 84 632
19 55 317
19 97 374
89 2 90
63 59 630
66 8 806
42 36 769
65 1 774
78 64 652
83 39 586
3 2 650
36 96 632
64 88 20
20 72 682
12 66 756
80 30 116
15 71 595
58 70 179
34 79 525
47 42 500
53 55 575
26 39 308
52 19 606
49 54 107
57 5 682
85 52 347
39 37 521
28 94 487
80 71 999
47 75 244
5 63 738
6 47 773
48 7 660
16 40 101
42 17 574
53 35 141
96 57 181
72 89 406
31 85 435
59 68 366
78 46 30
65 67 645
20 75 999
82 68 144
59 13 987
33 29 866
34 61 653
28 13 965
51 82 201
13 69 442
72 41 34
67 42 151
44 15 850
90 17 68
25 61 763
68 73 623
65 2 827
40 20 663
98 8 834
13 19 567
66 57 393
11 91 117
19 84 598
98 52 311
35 22 135
98 70 877
49 85 475
38 10 653
33 5 753
86 96 927
3 41 690
26 87 107
26 9 446
86 1 110
46 30 974
58 40 509
46 89 689
86 99 249
48 85 353
55 91 401
40 43 172
66 35 370
31 86 244
9 83 249
84 38 940
27 88 675
43 87 333
78 51 652
8 87 160
15 56 657
74 86 150
39 23 630
28 5 647
52 56 412
30 90 183
62 84 852
35 32 407
82 31 861
78 35 678
55 63 340
69 91 134
67 8 203
88 68 485
21 15 221
67 62 800
92 50 751
99 25 674
86 29 227
65 25 582
8 27 456
63 18 278
27 25 336
69 22 556
95 47 871
66 76 273
13 67 186
14 21 129
53 20 213
5 39 21
26 19 213
10 64 284
84 42 623
45 25 458
69 76 148
75 35 873
97 89 922
28 32 929
84 26 207
11 36 971
37 61 812
5 51 810
72 59 542
82 34 729
97 10 311
98 32 792
15 53 995
60 23 792
97 66 86
5 71 805
49 75 241
82 16 562
86 44 858
23 24 505
76 87 582
7 9 111
62 76 807
74 50 460
41 39 59
79 35 608
20 19 551
8 56 986
79 54 815
58 33 471
98 99 776
33 91 232
71 93 373
36 3 660
70 28 603
58 88 506
51 42 5
97 79 199
72 80 874
77 15 644
90 75 271
73 4 475
45 76 460
39 90 964
58 44 621
3 76 572
28 85 685
30 89 670
78 89 513
85 51 882
29 25 541
68 28 298
96 55 193
85 1 441
1 55 169
21 75 539
50 18 216
31 46 321
43 26 743
87 56 724
82 43 917
56 62 302
36 76 435
35 81 405
40 16 277
5 41 93
62 18 150
58 17 367
17 36 848
8 34 259
14 56 699
69 6 354
74 78 302
47 16 955
79 3 39
53 47 18
89 25 307
66 74 207
47 18 710
41 24 209
32 86 409
13 58 106
87 93 802
48 74 462
46 48 391
31 57 157
6 40 568
32 89 167
51 88 774
11 99 863
75 64 88
47 11 329
54 5 878
97 61 604
67 35 222
67 82 756
19 39 289
18 24 952
52 64 165
95 81 911
44 48 881
53 32 688
74 63 469
56 72 445
8 24 582
18 77 675
60 80 222
40 68 456
52 14 358
46 54 977
67 13 217
98 93 717
13 4 322
72 75 723
35 17 775
71 40 762
12 25 215
36 40 858
57 82 201
76 31 901
23 34 490
16 38 442
54 20 61
67 28 405
9 3 53
82 7 669
16 81 148
71 27 713
45 6 764
76 54 994
94 64 814
71 35 314
91 97 120
61 39 538
37 20 25
95 46 222
15 59 103
44 81 430
13 39 893
89 43 534
87 16 99
93 49 665
89 90 919
27 35 766
24 66 441
88 24 292
53 92 747
76 73 286
48 11 368
74 51 138
10 39 593
81 55 439
74 15 608
4 83 344
72 15 319
6 79 560
14 89 546
14 35 655
51 1 271
7 85 471
15 62 849
62 36 44
76 95 974
68 12 679
10 32 15
31 18 667
82 70 459
40 23 817
99 32 797
82 2 294
28 11 789
89 36 599
50 14 623
54 37 804
94 96 187
72 54 880
69 71 52
81 12 679
59 63 753
4 28 856
92 24 389
14 98 357
30 20 815
18 51 344
57 56 950
99 78 908
69 40 406
83 65 609
32 34 213
49 24 303
64 98 274
82 62 275
55 81 606
49 41 108
62 81 369
62 58 478
81 48 487
1 84 295
9 31 130
81 61 831
54 61 768
93 64 770
42 82 751
49 12 62
2 10 679
35 43 64
67 96 89
87 100 372
2 76 466
66 25 894
71 78 77
41 84 873
74 17 12
23 76 541
43 39 819
34 55 654
2 62 666
5 60 262
80 68 784
7 48 167
7 39 283
85 45 92
42 64 747
40 5 595
100 12 753
25 65 491
58 39 760
21 84 380
52 46 83
57 39 779
42 91 391
59 16 291
95 85 552
91 68 769
61 48 901
74 72 385
19 18 619
64 5 999
64 87 353
56 38 308
22 19 146
30 65 165
51 50 570
64 25 822
1 40 38
29 6 47
10 8 200
32 80 750
35 65 533
45 52 361
46 6 38
75 54 62
66 54 518
43 37 328
48 29 86
72 93 61
18 86 158
2 3 777
44 2 371
71 22 550
13 79 34
28 40 981
58 60 961
10 18 471
59 3 433
46 82 497
54 73 275
8 53 466
49 14 706
7 79 997
72 84 886
55 18 305
13 3 857
19 45 680
66 65 614
63 6 562
35 4 666
14 7 555
86 48 94
77 14 531
1 68 380
35 79 944
60 12 78
4 49 992
28 89 173
12 60 132
58 71 87
40 91 654
28 61 9
53 75 568
23 73 1
75 94 572
55 14 656
1 52 408
11 6 991
85 27 291
91 92 685
61 25 574
81 100 963
62 77 541
56 21 645
58 27 905
11 79 783
86 52 136
60 69 783
93 30 664
42 97 172
14 36 835
44 19 865
8 55 658
71 69 147
98 2 152
85 39 545
54 77 718
28 98 769
76 44 671
74 89 492
40 45 601
93 100 382
57 95 958
48 65 24
37 9 867
66 45 105
1 88 369
41 7 198
2 78 498
14 91 536
71 59 971
74 36 411
89 88 143
25 44 769
62 37 407
48 8 884
11 78 721
12 54 522
44 23 23
69 89 446
87 4 904
60 24 704
26 65 523
14 26 510
72 12 896
39 58 885
45 30 694
70 65 589
85 18 270
34 66 126
7 71 362
11 2 550
29 24 471
43 17 113
4 39 670
93 99 925
62 49 264
77 35 821
95 48 910
44 83 570
96 76 467
69 1 558
33 2 719
38 62 971
100 72 337
79 90 656
62 75 770
4 51 591
95 97 582
84 19 643
52 7 177
27 90 899
22 92 753
3 23 255
33 46 336
65 30 680
99 84 231
86 9 376
48 86 264
52 72 701
76 59 523
72 26 195
31 53 828
63 11 242
70 3 861
13 84 859
31 12 93
13 50 321
12 55 332
38 39 973
75 39 549
13 56 42
17 40 171
40 75 467
5 14 880
95 68 912
17 62 730
27 47 24
83 63 119
95 13 109
15 70 979
93 84 811
59 17 642
50 79 990
6 61 973
37 6 898
43 34 725
44 4 673
21 41 618
69 90 573
71 32 640
5 80 584
21 20 393
9 36 844
42 4 276
10 69 50
77 85 494
42 83 605
75 95 30
40 93 892
82 87 713
23 27 472
16 29 682
23 95 364
15 51 304
58 37 225
57 70 260
16 5 66
4 34 788
98 40 367
9 6 1000
94 2 579
48 3 371
83 51 502
16 8 659
91 33 764
46 96 113
81 58 860
64 73 419
36 39 341
74 71 102
58 4 979
38 71 428
78 31 38
75 69 561
5 29 524
90 53 464
43 95 450
12 5 880
59 42 658
8 2 425
81 7 84
88 80 355
55 77 326
81 86 657
76 74 786
94 8 25
1 41 515
65 19 898
27 63 724
78 82 264
30 62 853
12 68 340
84 11 656
94 36 994
92 32 444
60 30 548
33 80 904
82 83 496
67 54 401
71 23 889
78 60 830
60 56 152
84 53 381
63 58 269
59 54 653
79 52 965
96 73 953
34 98 57
29 99 143
7 40 223
31 92 330
37 35 368
56 91 386
63 46 316
55 59 771
81 83 71
26 74 729
72 49 105
27 52 9
6 29 920
88 67 946
69 14 318
51 8 34
50 66 179
43 21 919
58 54 979
83 10 536
59 56 108
58 69 906
92 14 903
62 94 83
10 61 962
44 42 385
7 91 69
5 44 730
39 57 441
7 66 735
88 55 934
9 80 556
35 74 431
93 36 679
93 96 78
5 8 180
81 20 225
17 2 735
1 19 778
95 56 753
22 3 448
21 40 183
44 85 28
58 74 358
50 56 518
56 41 716
71 57 548
70 39 32
93 81 383
10 37 839
71 1 706
66 5 712
69 50 584
93 7 957
54 30 465
6 84 881
9 8 368
77 93 761
45 32 514
71 46 611
49 52 946
12 61 53
52 55 83
66 71 655
75 44 396
41 18 328
11 38 991
99 90 657
46 28 907
72 60 146
56 25 491
59 1 409
38 56 890
90 14 166
55 66 649
50 57 349
97 21 29
72 51 925
7 43 676
45 91 241
41 57 259
67 45 132
48 79 516
69 5 931
17 42 591
44 39 521
17 9 278
31 11 131
52 15 688
13 72 86
4 62 362
100 33 474
3 11 65
45 28 518
82 91 203
58 98 682
42 93 477
93 59 301
40 34 170
23 29 384
38 3 710
12 13 231
55 13 362
5 16 811
86 92 554
92 29 175
56 94 914
39 36 607
24 4 107
72 62 750
97 6 444
54 92 435
60 38 285
18 82 439
87 99 437
38 41 586
95 63 443
2 15 49
35 50 745
99 9 560
80 65 807
27 28 838
53 7 429
63 64 988
55 21 265
58 43 74
7 51 339
27 42 697
42 28 895
97 43 974
31 77 466
77 45 382
46 63 415
64 89 925
81 82 405
33 88 644
18 30 78
2 4 160
9 57 81
93 68 61
42 23 661
10 51 545
48 27 568
4 74 603
37 89 370
38 94 942
12 72 949
58 21 252
65 87 132
96 8 152
25 53 365
93 17 661
44 70 483
26 61 462
21 30 562
76 88 852
46 58 502
97 64 396
45 9 870
42 73 197
73 23 650
25 23 329
95 75 136
32 96 36
46 78 20
100 28 182
21 42 632
8 60 524
81 1 702
1 39 756
58 61 480
55 37 38
85 29 423
64 82 124
58 68 226
50 73 287
66 32 358
99 53 935
28 8 70
52 94 574
39 61 295
98 87 246
54 13 359
90 49 918
56 96 394
97 50 941
86 23 694
24 99 76
18 12 569
19 49 303
96 43 380
49 23 301
84 30 803
75 28 419
71 5 652
31 38 536
58 96 163
6 72 14
40 42 527
87 69 246
83 82 722
55 62 889
70 75 923
85 82 146
97 38 913
25 52 339
29 38 498
58 7 450
23 52 291
33 30 724
92 13 137
91 61 632
39 40 452
2 55 604
99 42 261
42 66 632
18 75 179
34 23 171
49 82 889
94 18 733
30 56 826
72 13 923
2 73 385
20 57 421
36 50 229
66 88 616
30 81 774
2 75 626
6 67 364
11 54 322
95 28 605
19 23 922
59 15 578
59 6 687
77 63 614
66 67 731
82 63 613
62 40 174
92 73 755
87 98 718
98 75 946
8 39 433
76 37 627
30 53 192
96 5 532
84 12 509
50 28 675
43 29 661
21 100 227
13 54 832
34 8 35
93 48 93
98 42 675
94 59 325
32 42 303
63 82 93
26 22 924
6 3 660
86 62 93
95 92 628
41 23 975
29 77 22
61 17 934
59 18 103
97 18 331
29 52 376
75 81 697
13 33 865
61 12 923
58 18 138
99 70 731
98 83 849
31 15 477
40 49 265
5 94 90
33 66 935
15 9 334
30 93 396
87 11 350
70 78 8
63 76 17
52 79 49
66 62 808
23 26 903
8 100 29
38 32 483
96 41 414
10 54 639
85 26 931
78 59 634
69 3 102
76 72 368
22 88 659
96 20 163
41 58 887
45 48 969
51 5 46
14 15 1000
56 100 793
91 13 337
48 98 159
6 69 592
12 100 718
51 61 963
39 32 139
31 32 907
69 35 660
81 98 57
95 17 955
58 46 486
93 87 577
99 50 884
24 89 88
94 76 456
36 42 144
91 70 58
60 27 137
90 37 898
18 78 156
81 67 621
55 95 918
100 43 383
79 97 588
79 76 479
31 2 7
88 9 688
7 27 324
41 46 684
9 11 466
14 88 743
63 98 31
16 90 462
39 46 172
46 25 745
58 50 849
38 50 484
82 19 492
44 37 413
33 27 171
7 84 474
25 16 443
44 11 710
4 84 307
79 7 148
33 23 165
56 23 893
57 98 863
52 43 861
41 1 695
42 1 493
48 17 756
18 10 788
36 21 246
63 19 965
46 44 349
15 68 372
87 51 668
68 52 82
63 85 949
41 13 841
100 81 509
38 75 64
47 6 425
64 9 178
24 16 321
83 67 752
63 44 914
21 67 834
27 72 493
99 71 439
8 73 179
5 72 948
89 76 884
26 67 489
39 12 867
10 65 759
19 40 240
46 13 458
16 88 114
16 14 711
51 12 283
71 43 964
57 84 792
29 89 929
16 96 293
93 95 76
37 18 635
75 90 885
10 16 643
8 78 87
3 28 688
17 94 618
28 34 134
75 87 558
49 98 251
45 58 463
63 86 138
40 64 443
26 91 703
21 85 534
19 5 350
40 44 304
89 65 263
70 16 687
17 47 906
64 97 39
63 97 662
15 2 560
92 95 696
14 71 148
37 25 296
74 53 268
65 53 946
99 21 143
55 5 873
46 95 415
13 38 493
83 69 988
26 27 883
38 19 23
49 64 412
51 87 492
28 6 79
100 59 905
95 67 344
98 51 997
52 45 978
52 22 283
84 83 610
9 52 931
99 58 238
41 19 918
79 78 976
85 65 587
2 61 274
71 65 359
42 32 490
86 90 831
30 46 296
76 79 961
48 16 333
73 36 566
64 34 745
21 56 695
24 33 130
11 42 571
84 16 228
44 45 34
94 24 447
35 49 814
43 23 150
10 7 434
69 4 803
12 18 392
57 34 679
92 44 137
28 86 351
69 87 759
12 79 502
81 68 61
58 9 839
21 51 219
40 24 480
43 30 150
15 96 878
55 15 200
55 1 629
63 23 7
22 37 750
80 72 41
54 11 672
67 1 902
89 28 656
55 16 487
78 84 90
44 99 195
6 23 98
44 52 373
22 89 67
48 66 654
6 53 399
77 75 116
3 8 795
70 1 886
58 20 568
90 1 123
37 90 489
46 74 765
87 71 402
6 93 59
14 68 102
61 60 446
2 16 359
34 88 857
53 90 936
48 64 249
7 55 588
26 83 506
20 24 569
96 56 540
13 99 378
38 30 390
78 100 976
13 52 382
17 99 136
80 3 554
11 94 424
51 70 286
54 57 182
65 60 763
70 15 837
86 71 197
11 4 939
5 77 222
36 6 859
64 39 828
75 42 551
72 50 492
16 39 836
99 81 545
56 81 757
45 18 403
76 71 36
43 2 304
41 96 335
51 100 358
80 85 686
57 78 539
65 83 837
99 93 328
45 49 911
57 7 424
77 69 467
4 25 648
13 86 269
82 85 890
54 10 13
4 99 485
48 1 274
54 74 453
91 57 656
36 99 689
95 8 790
95 14 101
9 64 604
73 9 876
86 83 961
87 78 174
72 1 674
53 98 66
73 74 259
45 79 802
5 91 145
23 44 21
28 25 648
25 64 726
3 84 663
26 95 767
44 73 906
37 70 651
11 21 642
75 40 23
12 74 935
99 49 50
29 54 183
70 97 919
97 74 951
38 57 95
38 40 3
68 62 548
48 95 837
83 98 927
82 96 577
35 5 46
83 76 245
98 19 773
50 1 303
93 3 98
10 45 111
26 31 427
42 24 142
7 76 863
89 29 1000
44 78 560
97 23 836
22 75 519
19 77 158
59 76 424
100 3 378
47 43 963
19 81 54
82 81 959
5 81 160
78 13 980
45 19 184
73 40 172
92 10 648
31 96 148
3 74 249
9 13 416
9 77 770
78 49 633
80 15 496
60 48 695
18 35 730
4 18 43
92 7 651
40 60 125
93 15 472
57 58 704
35 100 677
69 33 940
6 8 458
39 2 941
41 82 700
48 53 851
95 98 539
85 8 245
78 76 352
97 33 75
24 81 782
73 64 319
25 99 570
45 59 296
17 41 724
57 53 627
89 81 626
82 51 566
77 9 52
19 99 377
92 63 161
94 52 733
88 87 990
68 22 194
61 34 344
44 36 341
79 10 204
47 50 68
9 18 46
22 15 58
11 44 10
37 47 770
41 20 3
100 50 564
73 69 315
48 39 298
92 94 381
52 95 564
95 94 80
60 17 461
25 56 989
85 78 177
19 12 417
78 61 810
22 18 302
53 3 244
94 10 913
80 40 703
68 78 491
73 2 44
98 77 754
65 69 946
90 43 669
22 67 312
48 56 732
72 4 22
24 75 819
26 35 307
18 79 489
25 1 139
74 12 902
82 61 72
5 55 5
53 95 315
99 22 771
30 88 745
91 86 313
28 76 689
42 44 511
45 11 309
70 52 741
81 53 316
12 22 429
24 29 110
76 32 276
15 48 410
45 90 38
20 33 627
1 60 378
87 14 806
85 64 789
63 1 471
17 27 902
69 24 989
56 9 732
90 73 802
62 25 607
54 49 871
43 49 202
25 12 311
51 4 539
100 97 185
65 95 251
83 28 103
86 28 255
58 12 783
93 37 853
40 36 977
84 88 278
15 11 343
63 54 23
50 49 38
55 46 613
13 16 988
28 95 657
36 51 193
52 59 968
30 76 789
85 44 919
72 6 3
9 30 827
8 44 345
7 49 398
33 61 587
54 67 487
92 89 235
20 69 499
40 74 388
3 35 857
47 72 10
29 48 574
83 89 69
40 32 756
87 27 21
4 64 917
95 1 760
96 28 442
29 5 205
28 27 538
64 48 608
59 94 726
68 7 100
38 28 318
46 22 551
33 68 834
39 75 61
75 51 476
22 99 305
5 20 651
45 1 663
87 57 682
53 83 508
20 5 688
83 11 587
63 38 215
30 95 933
3 33 420
64 53 383
71 66 772
6 96 31
72 90 206
56 68 436
32 50 387
79 83 434
74 48 690
75 100 70
22 98 980
18 7 189
11 56 951
20 9 664
1 64 838
61 23 475
38 44 241
41 11 331
8 81 311
64 41 523
91 56 1
68 59 614
63 20 734
94 95 800
39 97 219
59 32 977
64 23 318
52 60 871
39 7 476
3 39 857
21 87 227
77 8 256
19 30 208
41 85 120
56 95 668
67 44 850
41 75 892
54 14 448
34 92 769
13 2 308
57 79 906
3 58 209
76 34 886
1 30 874
85 10 900
50 4 529
100 89 203
38 22 484
68 85 105
30 48 444
38 14 516
4 82 11
34 71 488
68 88 646
74 95 619
70 43 561
92 48 459
3 20 866
92 70 610
35 12 408
9 88 444
58 53 323
19 42 992
78 34 801
92 64 801
71 29 980
5 45 617
2 98 864
40 11 719
10 48 693
93 42 927
90 22 246
54 91 996
57 89 27
80 96 802
17 86 88
95 76 879
1 82 883
82 86 889
2 50 700
82 35 65
50 7 85
78 57 524
70 67 792
85 77 113
11 60 949
48 32 490
30 49 862
1 18 518
80 16 517
20 25 858
90 13 141
44 71 194
2 6 755
99 14 45
61 47 50
73 34 634
70 34 215
20 3 818
100 65 795
82 92 570
98 13 170
49 58 157
46 98 763
12 15 544
46 31 328
63 33 748
2 91 610
59 78 533
17 28 472
27 59 242
93 10 465
96 46 935
84 75 805
20 78 703
23 49 767
38 15 612
22 58 191
1 28 535
35 75 638
17 8 419
38 90 292
33 20 213
26 66 961
27 24 936
12 40 872
60 35 502
58 38 674
38 13 970
99 5 960
66 30 414
94 4 662
18 22 678
52 33 667
83 57 758
2 72 241
78 7 339
1 20 742
3 92 611
66 4 112
67 69 775
22 54 667
86 66 530
17 97 755
38 59 651
34 35 255
31 62 353
39 70 800
23 85 781
66 68 451
36 60 696
9 48 864
16 59 463
86 76 158
18 34 463
99 86 778
71 97 892
98 82 465
30 37 170
18 36 671
85 57 405
70 5 142
35 41 833
43 41 582
6 62 213
81 37 19
26 41 806
32 95 670
100 13 243
56 4 45
80 84 525
78 11 494
2 9 74
22 95 477
95 69 236
8 84 537
12 43 387
96 90 613
1 91 270
43 45 674
84 92 130
7 18 186
76 75 401
28 17 708
6 42 173
20 31 519
66 58 669
67 2 530
12 17 454
75 17 704
42 51 221
25 22 16
68 5 588
85 80 913
37 14 801
58 45 106
17 58 957
76 23 29
3 94 755
86 2 23
58 5 141
50 65 175
100 6 125
75 91 687
4 13 992
66 91 17
55 94 756
23 87 43
6 24 532
33 78 712
11 53 894
76 57 830
86 80 371
78 16 408
55 60 272
27 43 456
42 31 628
32 38 547
76 98 382
24 97 227
61 69 2
9 54 952
84 23 956
19 35 870
95 77 8
66 97 580
74 45 430
30 83 390
39 24 544
17 34 637
43 50 814
51 22 32
79 81 195
33 56 288
60 9 194
51 24 813
19 63 13
91 90 706
32 57 805
5 52 228
32 49 979
39 62 748
20 59 6
66 7 932
77 56 134
24 95 943
10 30 119
71 88 469
39 42 136
67 63 771
25 4 584
92 2 958
76 25 460
56 8 65
50 39 150
98 45 329
38 73 300
20 96 698
80 60 434
76 38 154
84 63 812
23 70 282
79 89 941
94 49 745
34 59 172
86 3 326
25 80 371
78 21 716
88 38 337
10 98 615
68 27 378
76 39 215
92 42 831
87 73 897
24 85 449
31 93 100
73 98 733
71 30 946
57 4 844
1 25 704
86 24 209
39 99 196
91 18 406
60 45 584
92 25 557
44 40 529
99 27 269
14 22 786
44 1 191
36 13 850
91 89 534
59 5 479
40 50 164
24 2 210
90 57 70
83 12 394
24 82 494
16 86 35
89 24 887
10 24 367
57 71 709
99 10 787
86 61 774
86 42 370
68 49 638
6 15 16
67 11 230
98 97 367
38 8 199
66 78 498
53 4 463
81 8 218
77 72 309
10 55 508
16 7 503
59 97 612
7 62 223
99 47 804
55 99 496
28 97 39
66 99 313
21 4 70
17 82 597
1 58 450
2 79 216
23 75 162
49 13 149
86 91 64
9 60 524
95 6 10
92 27 488
47 98 595
23 88 198
61 84 712
48 90 394
62 47 300
95 96 178
80 48 646
20 6 997
4 2 974
76 83 546
96 94 640
99 45 40
90 40 873
43 51 597
63 79 428
38 84 59
68 26 484
78 2 176
28 10 964
77 80 37
20 92 878
40 18 392
2 71 51
82 79 824
51 97 542
38 51 447
28 47 779
56 78 865
24 83 397
4 36 142
72 91 693
81 65 159
76 77 600
99 67 53
71 73 253
20 10 492
87 62 584
96 59 692
17 71 109
84 18 938
22 24 506
73 45 551
25 76 765
78 99 193
38 77 788
62 2 564
57 51 70
11 90 71
86 59 378
75 77 996
63 22 631
23 82 716
48 54 780
8 17 720
19 75 543
42 75 513
7 63 362
40 67 715
12 39 455
84 71 687
20 38 657
59 91 882
68 55 98
100 7 468
65 41 360
8 5 577
20 13 337
77 83 42
99 51 408
83 53 552
16 56 707
100 14 474
26 92 860
63 65 183
47 14 475
17 49 766
85 48 305
64 15 738
59 49 191
62 34 341
63 8 88
65 54 742
92 78 437
20 40 630
73 65 596
96 18 281
21 79 142
90 56 208
95 38 763
62 46 591
28 45 544
21 11 201
46 93 84
2 42 386
21 91 878
16 89 262
4 58 128
9 4 629
92 66 627
64 69 149
75 52 354
35 3 242
10 63 488
4 42 467
46 73 605
95 40 607
48 33 645
50 96 76
91 11 401
74 13 580
13 91 179
47 9 13
56 46 919
90 70 913
22 30 900
99 95 508
16 24 800
10 42 568
71 56 594
79 25 825
23 67 713
8 50 526
57 42 968
88 25 516
76 3 9
9 26 875
60 64 51
31 83 986
68 83 521
34 16 418
38 98 693
84 96 378
72 3 434
76 29 297
26 17 34
64 71 852
30 19 494
4 68 296
77 29 332
20 55 674
30 68 981
4 11 535
85 87 185
66 98 401
51 30 321
11 40 728
96 27 722
13 25 203
77 24 109
49 88 482
100 55 861
10 95 819
5 61 869
65 58 298
30 38 491
29 72 452
18 6 785
21 97 139
44 66 919
45 27 39
60 20 56
53 18 846
59 2 975
32 100 445
20 27 488
50 43 747
32 20 551
26 78 156
100 47 214
9 72 387
24 10 626
17 88 978
7 99 121
27 93 633
39 85 266
18 50 273
68 44 638
70 90 724
47 68 805
67 73 373
35 28 843
11 41 350
89 26 773
50 84 937
20 30 974
36 81 896
55 54 763
6 26 149
88 8 332
67 29 990
90 92 245
73 25 322
91 29 329
51 40 360
70 87 809
54 68 150
14 93 555
76 6 194
6 64 645
